Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
16711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.7526,-0.6576,-0.0338,0.0000,-0.00,-0.00,0.00,82.36,86133.1,0,0.00,0.00,2
16911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6965,-0.7166,-0.0368,0.0000,-0.00,0.00,0.00,91.70,86133.1,0,0.00,0.00,2
17111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6787,-0.7334,-0.0377,0.0000,-0.00,0.00,0.00,94.51,86133.1,0,0.00,0.00,2
17311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6751,-0.7368,-0.0379,0.0000,-0.00,0.00,0.00,95.08,86133.1,0,0.00,0.00,2
17511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6759,-0.7360,-0.0378,0.0000,-0.00,0.00,0.00,94.95,86133.1,0,0.00,0.00,2
17711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6778,-0.7343,-0.0378,0.0000,-0.00,0.00,0.00,94.66,86133.1,0,0.00,0.00,2
17911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6797,-0.7326,-0.0377,0.0000,-0.00,0.00,0.00,94.37,86133.1,0,0.00,0.00,2
18111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6813,-0.7311,-0.0376,0.0000,-0.00,0.00,0.00,94.11,86133.1,0,0.00,0.00,2
18311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6826,-0.7298,-0.0375,0.0000,-0.00,0.00,0.00,93.90,86133.1,0,0.00,0.00,2
18511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6837,-0.7288,-0.0375,0.0000,-0.00,0.00,0.00,93.73,86133.1,0,0.00,0.00,2
18711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6846,-0.7280,-0.0374,0.0000,-0.00,0.00,0.00,93.59,86133.1,0,0.00,0.00,2
18911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6853,-0.7273,-0.0374,0.0000,-0.00,0.00,0.00,93.48,86133.1,0,0.00,0.00,2
19111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6859,-0.7268,-0.0374,0.0000,-0.00,0.00,0.00,93.39,86133.1,0,0.00,0.00,2
19311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6863,-0.7263,-0.0373,-0.0000,-0.00,0.00,0.00,93.32,86133.1,0,0.00,0.00,2
19511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6867,-0.7260,-0.0373,-0.0000,-0.00,0.00,0.00,93.26,86133.1,0,0.00,0.00,2
19711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6870,-0.7257,-0.0373,-0.0000,-0.00,0.00,0.00,93.21,86133.1,0,0.00,0.00,2
19911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6873,-0.7254,-0.0373,-0.0000,-0.00,0.00,0.00,93.17,86133.1,0,0.00,0.00,2
20111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6875,-0.7252,-0.0373,-0.0000,-0.00,0.00,0.00,93.14,86133.1,0,0.00,0.00,2
20311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6876,-0.7251,-0.0373,-0.0000,-0.00,0.00,0.00,93.11,86133.1,0,0.00,0.00,2
20511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6878,-0.7250,-0.0373,-0.0000,-0.00,0.00,0.00,93.09,86133.1,0,0.00,0.00,2
20711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6879,-0.7249,-0.0373,-0.0000,-0.00,0.00,0.00,93.07,86133.1,0,0.00,0.00,2
20911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6880,-0.7248,-0.0373,-0.0000,-0.00,0.00,0.00,93.06,86133.1,0,0.00,0.00,2
21111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6881,-0.7247,-0.0373,0.0000,-0.00,0.00,0.00,93.05,86133.1,0,0.00,0.00,2
21311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6881,-0.7246,-0.0373,0.0000,-0.00,0.00,0.00,93.04,86133.1,0,0.00,0.00,2
21511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6882,-0.7246,-0.0373,0.0000,-0.00,0.00,0.00,93.03,86133.1,0,0.00,0.00,2
21711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6882,-0.7246,-0.0373,0.0000,-0.00,0.00,0.00,93.02,86133.1,0,0.00,0.00,2
21911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6882,-0.7245,-0.0373,0.0000,-0.00,0.00,0.00,93.02,86133.1,0,0.00,0.00,2
22111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7245,-0.0373,0.0000,-0.00,0.00,0.00,93.01,86133.1,0,0.00,0.00,2
22311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7245,-0.0373,0.0000,-0.00,0.00,0.00,93.01,86133.1,0,0.00,0.00,2
22511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7245,-0.0373,0.0000,-0.00,0.00,0.00,93.01,86133.1,0,0.00,0.00,2
22711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7245,-0.0373,0.0000,-0.00,0.00,0.00,93.01,86133.1,0,0.00,0.00,2
22911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7244,-0.0373,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
23111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7244,-0.0373,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
23311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6883,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
23511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
23711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
23911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
24111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
24311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
24511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
24711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
24911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
25111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
25311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
25511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
25711,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
25911,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
26111,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
26311,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
26511,0.051,-0.997,-0.052,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.6884,-0.7244,-0.0372,0.0000,-0.00,0.00,0.00,93.00,86133.1,0,0.00,0.00,2
