Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
16680,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9994,-0.0238,0.0242,0.0000,0.00,0.00,0.00,3.89,86133.1,0,0.00,0.00,2
16780,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9994,-0.0252,0.0256,0.0000,0.00,0.00,0.00,4.12,86133.1,0,0.00,0.00,2
16880,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0256,0.0261,0.0000,0.00,0.00,0.00,4.19,86133.1,0,0.00,0.00,2
16980,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17080,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17180,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17280,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17380,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17480,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17580,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0263,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17680,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0258,0.0262,0.0000,0.00,0.00,0.00,4.22,86133.1,0,0.00,0.00,2
17780,-0.052,-0.051,0.997,-0.000,0.000,-0.000,0.000,-0.000,0.000,0.9993,-0.0257,0.0262,0.0000,0.00,0.00,0.00,4.21,86133.1,0,0.00,0.00,2
