Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
16697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9995,0.0227,0.0225,0.0000,0.00,0.00,0.00,3.67,86127.4,0,0.00,0.00,2
16897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0242,0.0240,0.0000,0.00,0.00,0.00,3.90,86127.4,0,0.00,0.00,2
17097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0246,0.0244,0.0000,0.00,0.00,0.00,3.97,86127.4,0,0.00,0.00,2
17297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0247,0.0245,0.0000,0.00,0.00,0.00,3.99,86127.4,0,0.00,0.00,2
17497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0247,0.0245,0.0000,0.00,0.00,0.00,3.98,86127.4,0,0.00,0.00,2
17697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0246,0.0244,0.0000,0.00,0.00,0.00,3.98,86127.4,0,0.00,0.00,2
17897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0246,0.0244,-0.0000,0.00,0.00,0.00,3.97,86127.4,0,0.00,0.00,2
18097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0246,0.0243,-0.0000,0.00,0.00,0.00,3.96,86127.4,0,0.00,0.00,2
18297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0245,0.0243,-0.0000,0.00,0.00,0.00,3.95,86127.4,0,0.00,0.00,2
18497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0245,0.0242,-0.0000,0.00,0.00,0.00,3.95,86127.4,0,0.00,0.00,2
18697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0245,0.0242,-0.0000,0.00,0.00,0.00,3.95,86127.4,0,0.00,0.00,2
18897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0245,0.0242,-0.0000,0.00,0.00,0.00,3.94,86127.4,0,0.00,0.00,2
19097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0242,0.0000,0.00,0.00,0.00,3.94,86127.4,0,0.00,0.00,2
19297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0242,0.0000,0.00,0.00,0.00,3.94,86127.4,0,0.00,0.00,2
19497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0242,0.0000,0.00,0.00,0.00,3.94,86127.4,0,0.00,0.00,2
19697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0242,0.0000,0.00,0.00,0.00,3.94,86127.4,0,0.00,0.00,2
19897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0242,0.0000,0.00,0.00,0.00,3.94,86127.4,0,0.00,0.00,2
20097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0242,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
20297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
20497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
20697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,-0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
20897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,-0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
21097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,-0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
21297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,-0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
21497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,-0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
21697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
21897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
22097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
22297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
22497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
22697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
22897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
23097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
23297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
23497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
23697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
23897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
24097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
24297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
24497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
24697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
24897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
25097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
25297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
25497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
25697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
25897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
26097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
26297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
26497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
26697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
26897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
27097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
27297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
27497,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
27697,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
27897,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
28097,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
28297,-0.048,0.049,1.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0244,0.0241,0.0000,0.00,0.00,0.00,3.93,86127.4,0,0.00,0.00,2
