Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
2571,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0001,1.0000,0.0000,-0.0002,0.00,0.00,0.00,0.00,86792.8,0,0.00,0.00,2
2590,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0002,1.0000,0.0001,-0.0004,0.00,0.00,0.00,0.04,86792.8,0,0.00,0.00,2
2610,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0003,1.0000,0.0001,-0.0005,0.00,0.00,0.00,0.07,86792.8,0,0.00,0.00,2
2630,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0004,1.0000,0.0001,-0.0007,0.00,0.00,0.00,0.10,86792.8,0,0.00,0.00,2
2650,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0005,1.0000,0.0002,-0.0009,0.00,0.00,0.00,0.12,86792.8,0,0.00,0.00,2
2670,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0006,1.0000,0.0002,-0.0011,0.00,0.00,0.00,0.14,86792.8,0,0.00,0.00,2
2690,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0006,1.0000,0.0002,-0.0013,0.00,0.00,0.00,0.17,86792.8,0,0.00,0.00,2
2710,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0007,1.0000,0.0003,-0.0015,0.00,0.00,0.00,0.19,86792.8,0,0.00,0.00,2
2730,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0008,1.0000,0.0003,-0.0016,0.00,0.00,0.00,0.21,86792.8,0,0.00,0.00,2
2750,0.051,0.049,-1.000,0.000,0.000,0.000,-13.000,-19.000,-44.000,0.0009,1.0000,0.0003,-0.0018,0.00,0.00,0.00,0.23,86792.8,0,0.00,0.00,2
