Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
16695,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9995,0.0221,0.0239,-0.0000,0.00,0.00,0.00,3.74,86011.2,0,0.00,0.00,2
16895,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0236,0.0255,-0.0000,0.00,0.00,0.00,3.98,86011.2,0,0.00,0.00,2
17095,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0240,0.0260,-0.0000,0.00,0.00,0.00,4.05,86011.2,0,0.00,0.00,2
17295,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0241,0.0260,-0.0000,0.00,0.00,0.00,4.06,86011.2,0,0.00,0.00,2
17495,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0240,0.0260,-0.0000,0.00,0.00,0.00,4.06,86011.2,0,0.00,0.00,2
17695,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0240,0.0260,-0.0000,0.00,0.00,0.00,4.05,86011.2,0,0.00,0.00,2
17895,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0239,0.0259,-0.0000,0.00,0.00,0.00,4.04,86011.2,0,0.00,0.00,2
18095,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0239,0.0259,-0.0000,0.00,0.00,0.00,4.04,86011.2,0,0.00,0.00,2
18295,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0239,0.0258,-0.0000,0.00,0.00,0.00,4.03,86011.2,0,0.00,0.00,2
18495,-0.051,0.047,0.997,0.000,0.000,0.000,0.000,-0.000,0.000,0.9994,0.0238,0.0258,-0.0000,0.00,0.00,0.00,4.02,86011.2,0,0.00,0.00,2
