Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
23197,0.005,-0.004,0.984,0.061,-0.183,-0.000,-50.438,-5.647,-51.528,1.0000,-0.0011,-0.0025,-0.0000,0.12,0.00,0.00,0.31,95371.0,0,0.00,0.00,2
23397,0.005,-0.002,0.984,-0.000,-0.122,-0.061,-50.438,-1.882,-47.912,1.0000,-0.0010,-0.0026,-0.0001,0.15,-0.00,0.00,0.32,95373.8,0,0.00,0.00,2
23597,0.005,-0.002,0.984,0.061,-0.061,0.061,-55.655,-11.295,-28.024,1.0000,-0.0013,-0.0026,-0.0000,0.18,-0.00,0.00,0.33,95372.2,0,0.00,0.00,2
23797,0.005,-0.003,0.983,-0.000,-0.061,-0.000,-53.916,1.882,-51.528,1.0000,-0.0014,-0.0027,-0.0001,0.17,-0.00,0.00,0.34,95373.8,0,0.00,0.00,2
23997,0.006,-0.002,0.986,-0.000,-0.183,-0.000,-45.220,11.295,-75.032,1.0000,-0.0012,-0.0027,-0.0001,0.18,0.00,0.00,0.34,95367.0,0,0.00,0.00,2
24197,0.005,-0.001,0.987,0.061,-0.122,-0.061,-53.916,1.882,-58.760,1.0000,-0.0010,-0.0023,-0.0001,0.16,-0.00,0.00,0.29,95372.1,0,0.00,0.00,2
24397,0.003,-0.003,0.988,-0.000,-0.244,-0.000,-45.220,-15.060,-53.336,1.0000,-0.0011,-0.0024,-0.0001,0.14,-0.00,0.00,0.31,95371.6,0,0.00,0.00,2
24597,0.006,-0.002,0.983,-0.000,-0.122,-0.061,-55.655,11.295,-53.336,1.0000,-0.0012,-0.0025,-0.0001,0.12,-0.00,0.00,0.32,95375.8,0,0.00,0.00,2
24797,0.005,-0.003,0.985,-0.000,-0.183,-0.061,-43.481,-5.647,-55.144,1.0000,-0.0012,-0.0024,-0.0002,0.12,0.00,0.00,0.31,95370.6,0,0.00,0.00,2
24997,0.004,-0.002,0.984,-0.061,-0.122,0.061,-43.481,-1.882,-47.912,1.0000,-0.0012,-0.0026,-0.0002,0.10,0.00,0.00,0.33,95369.0,0,0.00,0.00,2
25197,0.003,-0.002,0.984,0.061,-0.122,-0.061,-74.787,-16.942,-33.448,1.0000,-0.0013,-0.0024,-0.0002,0.09,-0.00,0.00,0.31,95374.4,0,0.00,0.00,2
25397,0.005,-0.002,0.985,0.122,-0.061,-0.061,-52.177,-7.530,-49.720,1.0000,-0.0011,-0.0025,-0.0002,0.09,-0.00,0.00,0.31,95372.3,0,0.00,0.00,2
25597,0.004,-0.003,0.985,-0.061,-0.061,-0.000,-60.873,1.882,-33.448,1.0000,-0.0012,-0.0024,-0.0002,0.10,0.00,0.00,0.31,95370.3,0,0.00,0.00,2
25797,0.005,-0.003,0.984,-0.000,-0.122,-0.000,-43.481,-16.942,-58.760,1.0000,-0.0013,-0.0025,-0.0002,0.09,-0.00,0.00,0.32,95377.6,0,0.00,0.00,2
25997,0.004,-0.003,0.985,-0.061,-0.061,-0.000,-45.220,0.000,-56.952,1.0000,-0.0016,-0.0025,-0.0002,0.06,-0.00,0.00,0.34,95374.3,0,0.00,0.00,2
26197,0.004,-0.003,0.987,-0.000,-0.061,-0.000,-46.959,9.412,-44.296,1.0000,-0.0013,-0.0025,-0.0003,0.06,0.00,0.00,0.32,95370.5,0,0.00,0.00,2
26397,0.005,-0.001,0.986,-0.000,-0.061,-0.061,-43.481,-1.882,-55.144,1.0000,-0.0012,-0.0026,-0.0003,0.05,-0.00,0.00,0.33,95377.1,0,0.00,0.00,2
26597,0.004,-0.003,0.987,-0.061,-0.122,-0.000,-48.698,15.060,-71.416,1.0000,-0.0012,-0.0026,-0.0004,0.05,-0.00,0.00,0.32,95375.8,0,0.00,0.00,2
26797,0.005,-0.003,0.985,-0.000,-0.122,-0.000,-59.134,11.295,-56.952,1.0000,-0.0012,-0.0025,-0.0004,0.05,0.00,0.00,0.31,95371.6,0,0.00,0.00,2
26997,0.006,-0.001,0.986,-0.000,-0.061,-0.000,-57.395,16.942,-37.064,1.0000,-0.0011,-0.0025,-0.0004,0.05,-0.00,0.00,0.31,95374.3,0,0.00,0.00,2
27197,0.005,-0.002,0.988,-0.000,-0.122,-0.000,-67.830,13.177,-47.912,1.0000,-0.0012,-0.0028,-0.0005,0.05,0.00,0.00,0.35,95372.3,0,0.00,0.00,2
27397,0.004,-0.001,0.983,0.061,-0.244,-0.000,-64.351,-13.177,-58.760,1.0000,-0.0013,-0.0026,-0.0005,0.05,-0.00,0.00,0.34,95373.0,0,0.00,0.00,2
27597,0.005,-0.003,0.983,-0.000,-0.183,-0.061,-53.916,5.647,-58.760,1.0000,-0.0013,-0.0026,-0.0005,0.05,0.00,0.00,0.33,95371.1,0,0.00,0.00,2
