Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
2577,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0003,-0.0000,-0.0001,0.00,0.00,0.00,0.03,86792.8,0,0.00,0.00,2
2596,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0006,-0.0001,-0.0002,0.00,0.00,0.00,0.07,86792.8,0,0.00,0.00,2
2616,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0008,-0.0001,-0.0003,0.00,0.00,0.00,0.10,86792.8,0,0.00,0.00,2
2636,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0011,-0.0001,-0.0004,0.00,0.00,0.00,0.13,86792.8,0,0.00,0.00,2
2656,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0014,-0.0001,-0.0005,0.00,0.00,0.00,0.16,86792.8,0,0.00,0.00,2
2676,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0017,-0.0002,-0.0006,0.00,0.00,0.00,0.19,86792.8,0,0.00,0.00,2
2696,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0020,-0.0002,-0.0007,0.00,0.00,0.00,0.23,86792.8,0,0.00,0.00,2
2716,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0023,-0.0002,-0.0008,0.00,0.00,0.00,0.26,86792.8,0,0.00,0.00,2
2736,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0025,-0.0002,-0.0009,0.00,0.00,0.00,0.29,86792.8,0,0.00,0.00,2
2756,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0028,-0.0003,-0.0010,0.00,0.00,0.00,0.33,86792.8,0,0.00,0.00,2
2776,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0031,-0.0003,-0.0012,0.00,0.00,0.00,0.36,86792.8,0,0.00,0.00,2
2796,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0034,-0.0003,-0.0013,0.00,0.00,0.00,0.39,86792.8,0,0.00,0.00,2
2816,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0037,-0.0004,-0.0014,0.00,0.00,0.00,0.42,86792.8,0,0.00,0.00,2
2836,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0039,-0.0004,-0.0015,0.00,0.00,0.00,0.45,86792.8,0,0.00,0.00,2
2856,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0042,-0.0004,-0.0016,0.00,0.00,0.00,0.49,86792.8,0,0.00,0.00,2
2876,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0045,-0.0004,-0.0017,0.00,0.00,0.00,0.52,86792.8,0,0.00,0.00,2
2896,0.051,0.049,1.000,-0.000,-0.000,0.000,-13.000,19.000,44.000,1.0000,0.0048,-0.0005,-0.0018,0.00,0.00,0.00,0.55,86792.8,0,0.00,0.00,2
