Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
27375,-0.002,0.000,0.997,0.061,0.061,-0.000,-129.756,4.334,-91.833,1.0000,-0.0004,0.0005,0.0002,-0.00,-0.00,0.00,0.07,91888.0,0,0.00,0.00,2
27575,-0.001,0.000,0.997,-0.000,-0.061,0.061,-128.392,4.695,-91.134,1.0000,-0.0002,0.0006,0.0003,-0.00,-0.00,0.00,0.06,91891.4,0,0.00,0.00,2
27775,-0.001,0.001,0.998,-0.000,-0.061,0.061,-129.756,3.972,-91.833,1.0000,-0.0001,0.0005,0.0005,-0.00,-0.00,0.00,0.05,91891.4,0,0.00,0.00,2
27975,-0.001,-0.001,0.995,-0.000,-0.061,0.061,-129.074,4.695,-92.182,1.0000,-0.0001,0.0005,0.0006,-0.00,-0.00,0.00,0.05,91881.9,0,0.00,0.00,2
28175,-0.000,0.000,0.995,-0.000,-0.061,0.061,-128.733,5.417,-91.484,1.0000,-0.0000,0.0005,0.0008,0.01,-0.00,0.00,0.05,91892.1,0,0.00,0.00,2
28375,-0.000,-0.001,0.997,-0.000,-0.061,0.061,-129.756,5.056,-91.134,1.0000,-0.0000,0.0004,0.0009,-0.01,-0.00,0.00,0.03,91889.3,0,0.00,0.00,2
28575,0.000,0.000,0.997,-0.000,-0.061,0.061,-130.097,3.972,-93.230,1.0000,-0.0000,0.0004,0.0010,-0.02,-0.00,0.00,0.03,91886.6,0,0.00,0.00,2
28775,-0.001,-0.000,0.997,0.061,0.000,0.061,-128.563,4.875,-92.007,1.0000,0.0000,0.0004,0.0011,-0.00,-0.00,0.00,0.03,91890.7,0,0.00,0.00,2
28975,-0.003,-0.002,0.998,-0.000,0.000,0.061,-128.222,3.792,-92.357,1.0000,0.0000,0.0004,0.0012,-0.00,-0.00,0.00,0.04,91888.0,0,0.00,0.00,2
29175,-0.001,-0.000,0.997,0.061,0.000,0.061,-129.756,5.417,-91.833,1.0000,0.0000,0.0004,0.0013,0.00,-0.00,0.00,0.03,91889.3,0,0.00,0.00,2
29375,-0.001,0.002,0.993,-0.061,-0.061,0.061,-127.881,5.236,-91.658,1.0000,0.0001,0.0004,0.0014,-0.01,-0.00,0.00,0.04,91888.0,0,0.00,0.00,2
29575,-0.003,-0.000,0.998,-0.061,-0.122,-0.000,-131.120,4.695,-91.833,1.0000,0.0001,0.0004,0.0016,-0.02,-0.00,0.00,0.04,91890.0,0,0.00,0.00,2
29775,-0.001,0.000,0.999,0.122,0.000,0.061,-129.245,3.792,-91.309,1.0000,0.0001,0.0004,0.0016,-0.02,-0.00,0.00,0.05,91890.0,0,0.00,0.00,2
29975,-0.002,-0.002,1.000,0.061,0.000,0.061,-129.756,5.417,-92.531,1.0000,0.0001,0.0004,0.0018,-0.01,-0.00,0.00,0.04,91889.4,0,0.00,0.00,2
30175,-0.006,-0.001,0.996,0.061,-0.061,-0.000,-128.563,3.792,-91.309,1.0000,0.0002,0.0004,0.0019,-0.01,-0.00,0.00,0.04,91889.3,0,0.00,0.00,2
