preamble,status,dataID,timestamp,w_x,w_y,w_z,la_x,la_y,la_z,a_x,a_y,a_z,m_x,m_y,m_z,g_x,g_y,g_z,pressure,altitude,temperature,battery,co2,mp25,mp10,ozonio
JUPITERC,2,15,10103585,0.708984375,0.265625,-1.275390625,-0.61328125,-0.10546875,-0.29296875,-2.75390625,-0.88671875,1.1171875,20.4375,-33.6875,-27.5,-2.03125,-0.71875,1.28125,701.8880615,2080.262207,34.46667099,7.588365555,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103605,0.693359375,0.310546875,-1.11328125,-0.70703125,-0.15234375,-0.1484375,-2.83203125,-1.078125,1.1953125,21.6875,-32.875,-25.25,-2.0625,-0.7421875,1.2421875,701.9553223,2079.490723,34.46617126,7.584154129,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103625,0.6640625,0.34765625,-0.943359375,-0.75,-0.3125,-0.03125,-3.40234375,-1.5,1.42578125,19.9375,-31.75,-25.0625,-2.1015625,-0.78125,1.21875,701.9231567,2079.860596,34.46084595,7.57910347,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103645,0.6328125,0.40234375,-0.751953125,-1.28515625,-0.703125,0.22265625,-3.59375,-1.15234375,1.5,20.5,-32.375,-22.875,-2.1484375,-0.8203125,1.1875,701.8251343,2080.983643,34.46092987,7.574809551,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103665,0.61328125,0.447265625,-0.55078125,-1.40625,-0.31640625,0.3203125,-3.82421875,-1.19140625,1.65234375,20.9375,-33.125,-23.375,-2.21875,-0.859375,1.171875,701.873291,2080.431396,34.46344376,7.57144928,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103685,0.583984375,0.501953125,-0.359375,-1.55859375,-0.32421875,0.48046875,-3.78125,-1.0390625,1.73046875,21.875,-32.375,-22.9375,-2.3046875,-0.8828125,1.1640625,702.0324707,2078.608154,34.46326828,7.567417145,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103705,0.5625,0.552734375,-0.197265625,-1.42578125,-0.1484375,0.56640625,-3.55859375,-0.76953125,1.4609375,22.875,-32,-22.0625,-2.3984375,-2.65E+20,-0.5000004172,1.1640625,701.951416,2079.535645,34.46798706,7.564040184,267.2062378,1240.951782,1250.380737
JUPITERC,2,15,10103753,0.55078125,0.587890625,-0.064453125,-1.10546875,0.13671875,0.296875,-3.4375,-0.73046875,1.38671875,21.1875,-32.75,-23.375,-2.5078125,-0.90625,1.15625,701.9918213,2079.073242,34.46979523,7.561000824,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103772,0.505859375,0.708984375,0.08984375,-0.8359375,-0.0390625,0.29296875,-3.67578125,-0.9609375,1.42578125,22.0625,-31.875,-19.75,-2.703125,-0.890625,1.140625,701.8881836,2080.259521,34.47386169,7.55927372,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103792,0.4921875,0.751953125,0.130859375,-0.75,0.59375,0.26171875,-3.59765625,-0.2734375,1.38671875,22.5625,-32.0625,-16.5625,-2.796875,-0.875,1.1328125,701.9099731,2080.01123,34.4750824,7.556711197,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103812,0.4765625,0.794921875,0.130859375,-0.6640625,0.5234375,0.28515625,-3.78125,-0.38671875,1.4609375,21.9375,-32.5,-18.4375,-2.890625,-0.8515625,1.109375,702.086853,2077.984619,34.47130585,7.554908752,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103832,0.45703125,0.841796875,0.107421875,-0.76171875,0.41796875,0.3828125,-4.015625,-0.08203125,1.5390625,21.4375,-31.25,-15.5,-2.9765625,-0.8203125,1.09375,701.9655151,2079.374512,34.47278214,7.553034306,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103852,0.443359375,0.904296875,0.1171875,-1.17578125,0.90625,0.67578125,-4.28515625,0.1484375,1.73046875,20.6875,-32.625,-14.1875,-3.0703125,-0.78125,1.0703125,701.8961182,2080.169678,34.47167206,7.552103996,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103872,0.431640625,0.953125,0.126953125,-1.265625,0.69921875,0.77734375,-4.48046875,-0.00390625,1.80859375,21,-31.875,-13.625,-3.1640625,-0.7265625,1.046875,702.0857544,2077.997803,34.46823502,7.550258636,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103892,0.40625,1.01953125,0.142578125,-1.38671875,0.72265625,0.828125,-4.96875,0.07421875,1.84375,19.875,-32.1875,-12.6875,-3.265625,-0.671875,1.0234375,702.0125122,2078.838135,34.47001648,7.548597813,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103912,0.392578125,1.078125,0.15625,-1.54296875,0.65234375,0.8515625,-4.8984375,0.1484375,1.8828125,21.625,-32.8125,-11.9375,-3.375,-0.6171875,1,701.9896851,2079.096924,34.47406006,7.547102928,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103932,0.37890625,1.150390625,0.17578125,-1.6953125,0.703125,0.9609375,-5.2421875,0.1875,1.921875,20.1875,-32.8125,-11.8125,-3.4921875,-0.546875,0.9765625,701.8575439,2080.611084,34.47769928,7.546009064,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103952,0.369140625,1.2265625,0.189453125,-1.8984375,0.6640625,1.0234375,-5.890625,0.5703125,2,21.1875,-33.5,-10.5625,-3.6171875,-0.4765625,0.953125,702.0548096,2078.351807,34.4809761,7.545781136,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103972,0.361328125,1.302734375,0.197265625,-2.05859375,0.9375,1.1015625,-5.8515625,0.609375,2.11328125,20.125,-33.0625,-9.4375,-3.7578125,-0.40625,0.9296875,702.0670166,2078.211914,34.48148346,7.545072079,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10103992,0.365234375,1.3828125,0.208984375,-1.9765625,0.890625,1.24609375,-5.96875,0.609375,2.11328125,20.625,-32.5625,-7.1875,-3.90625,-0.3203125,0.8828125,702.1729126,2076.999023,34.47950363,7.544685364,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104012,0.361328125,1.45703125,0.220703125,-1.69921875,1.00390625,1.33203125,-5.8515625,0.80078125,2.15234375,20,-32.625,-8.125,-4.078125,-0.2421875,0.84375,702.1970825,2076.72168,34.47772217,7.544337273,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104032,0.37109375,1.53515625,0.20703125,-1.46484375,1.28515625,1.41796875,-6.43359375,1.0703125,2.3046875,21,-32.625,-7.1875,-4.234375,-0.15625,0.796875,702.2828369,2075.741211,34.48099518,7.543268204,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104052,0.369140625,1.634765625,0.201171875,-1.953125,1.0703125,1.5859375,-6.65625,1.0703125,2.49609375,18.5,-32.5,-6.1875,-4.3984375,-0.0546875,0.75,702.260376,2075.997559,34.48150253,7.542558193,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104072,0.376953125,1.705078125,0.193359375,-1.55859375,0.859375,1.80078125,-6.1953125,0.953125,2.45703125,19.0625,-32.0625,-3.3125,-4.5625,0.0390625,0.6953125,702.5106201,2073.133301,34.48439789,7.541919231,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104092,0.39453125,1.76953125,0.1484375,-0.3671875,1.33203125,1.828125,-5.16796875,1.52734375,2.421875,16.625,-32.75,-3.6875,-4.7265625,0.140625,0.6328125,702.2643433,2075.952637,34.48456573,7.541848183,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104112,0.404296875,1.83984375,0.1015625,-0.20703125,1.421875,1.890625,-5.58984375,1.71875,2.6484375,17.25,-32,-1.8125,-4.859375,0.2421875,0.5703125,702.4331055,2074.02124,34.48471832,7.54153204,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104132,0.423828125,1.923828125,0.0703125,-0.546875,1.3125,2.1875,-6.8125,1.52734375,2.83984375,16.375,-31.8125,0.5,-4.984375,0.3515625,0.4921875,702.5879517,2072.248291,34.48729324,7.541500092,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104152,0.4453125,2.01171875,0.01953125,-2,1.48828125,2.6796875,-7.16015625,1.98828125,3.0703125,17.0625,-32.1875,1,-5.1015625,0.453125,0.4296875,702.5568848,2072.60498,34.48473358,7.541218758,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104172,0.46484375,2.111328125,-0.064453125,-1.75390625,1.46484375,2.8671875,-7.0390625,1.64453125,3.30078125,14.625,-31.0625,1.625,-5.21875,0.5546875,0.3515625,702.357605,2074.885254,34.48974609,7.541469574,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104192,0.46875,2.220703125,-0.150390625,-1.61328125,0.94921875,3.05078125,-6.92578125,2.02734375,3.453125,15.5625,-31,2.375,-5.3515625,0.6484375,0.28125,702.3760376,2074.673828,34.49181747,7.541191578,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104212,0.482421875,2.31640625,-0.251953125,-1.5859375,1.4453125,3.4296875,-7.15625,2.21875,3.609375,13.375,-31.5625,4.9375,-5.5,0.734375,0.2265625,702.2561035,2076.047852,34.49124146,7.546738148,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104232,0.4921875,2.470703125,-0.349609375,-3.19140625,1.52734375,3.7265625,-8.9140625,2.37109375,3.8359375,12.375,-30.875,4.5625,-5.640625,0.8125,0.1484375,702.5757446,2072.388184,34.49316406,7.555006981,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104252,0.5,2.666015625,-0.44140625,-4.70703125,1.65625,4.16796875,-12.25,2.9453125,4.56640625,12.5625,-30.75,6.8125,-5.828125,0.875,0.0625,702.8563843,2069.177979,34.49245453,7.561944962,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104272,0.525390625,2.888671875,-0.5,-6.03515625,1.9765625,4.64453125,-14.82421875,3.51953125,4.94921875,12.75,-31.9375,10.5,-6.0703125,0.9375,-0.0234375,703.163269,2065.66626,34.49181747,7.568944931,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104292,0.53515625,3.181640625,-0.52734375,-9.89453125,2.359375,5.765625,-16.5,3.40625,5.5625,11.3125,-31.9375,11,-6.3984375,1.0078125,-0.125,703.3469238,2063.565674,34.49124146,7.575244904,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104312,0.546875,3.435546875,-0.533203125,-9.08203125,2.21875,6.609375,-13.51953125,2.41015625,7.1328125,11.3125,-31.9375,11,-6.8359375,1.078125,-0.28125,703.4180298,2062.751953,34.49316406,7.580159187,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104332,0.529296875,3.669921875,-0.55859375,-5.9375,1.24609375,7.6796875,-11.140625,1.94921875,7.859375,8.3125,-30.6875,14,-7.328125,1.140625,-0.4609375,703.5401611,2061.356689,34.49001694,7.585337639,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104352,0.501953125,3.849609375,-0.62109375,-2.12890625,0.5390625,9.0625,-10.14453125,1.71875,8.3203125,8.4375,-30.125,17.75,-7.8125,1.1796875,-0.6328125,703.6969604,2059.562744,34.49206161,7.589746475,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104372,0.46484375,4.0234375,-0.65625,-2.40625,0.77734375,9.6171875,-10.80078125,1.94921875,8.6640625,5.75,-28.375,16.6875,-8.2109375,1.1796875,-0.8359375,703.7924805,2058.471436,34.4939003,7.593966007,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104392,0.4140625,4.203125,-0.7109375,-1.10546875,0.5546875,10.35546875,-5.625,1.52734375,10.08203125,6.125,-28.375,16.625,-8.5546875,1.1484375,-1.0390625,703.7092285,2059.422607,34.49799728,7.597259998,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104412,0.384765625,4.330078125,-0.76953125,3.25,0.47265625,11.41015625,-7.38671875,-0.04296875,10.16015625,1.5,-29,18.3125,-8.796875,1.1015625,-1.25,703.7782593,2058.632568,34.49680328,7.599720478,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104432,0.390625,4.318359375,-0.83984375,4.40234375,1.6796875,11.97265625,-4.55078125,2.640625,10.5,-0.0625,-27.75,20.75,-8.9375,1.0078125,-1.3984375,703.826416,2058.083008,34.49816895,7.602942944,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104452,0.23046875,4.64453125,-0.8828125,-5.765625,-0.82421875,8.625,-14.74609375,0.03515625,7.015625,-1.8125,-27,20.875,-8.953125,0.921875,-1.515625,703.9972534,2056.130371,34.49452209,7.605591297,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104472,0.1953125,4.91796875,-1.009765625,-8.16796875,3.16796875,8.0703125,-10.875,1.22265625,9.66015625,-3.8125,-27.375,20.125,-9.046875,0.8125,-1.6875,704.0810547,2055.173828,34.49611664,7.60873127,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,15,10104492,0.1484375,7.24E-40,7.24E-40,5.0625,-1.109375,-1.5703125,0.56640625,11.71484375,-6.8125,0.1484375,12.609375,-5.625,-26.9375,21.625,-9.2265625,0.71875,-1.921875,704.1298828,2054.616455,34.49511337,7.610296726,267.2062378,1240.951782
JUPITERC,2,15,10104542,0.052734375,5.080078125,-1.162109375,6.7890625,0.72265625,17.37109375,-2.5625,1.22265625,15.1328125,-7.375,-27.25,21.75,-9.359375,0.578125,-2.140625,704.1154785,2054.780273,34.49664688,7.61170578,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104562,-0.22265625,5.166015625,-1.21875,8.02734375,0.15234375,18.109375,-2.484375,-0.2734375,14.2578125,-14,-27.375,17,-8.8828125,0.0546875,-2.1328125,704.1524658,2054.357422,34.4980278,7.604403973,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104582,-0.369140625,5.193359375,-1.228515625,6.25,-0.234375,16.265625,-3.7109375,-0.2734375,11.921875,-18.0625,-28.875,15.875,-8.59375,-0.140625,-1.90625,704.1074829,2054.872559,34.4968338,7.59808445,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104602,-0.517578125,5.232421875,-1.244140625,4.7578125,-0.046875,13.6953125,-0.76171875,-0.88671875,9.16796875,-17.625,-27.1875,13.6875,-8.3203125,-0.3359375,-1.6875,704.0095825,2055.990234,34.49332047,7.592396736,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104622,-0.693359375,5.142578125,-1.205078125,7.42578125,-0.45703125,10.7421875,7.05859375,1.8359375,6.82421875,-18.4375,-28.0625,9.9375,-7.984375,-0.5234375,-1.5,703.8289795,2058.053955,34.49503326,7.586522102,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104642,-0.498046875,4.669921875,-1.142578125,14.8203125,2.421875,8.21484375,14.75,0.76171875,1.73046875,-19.375,-28.875,8.0625,-7.46875,-0.625,-1.3125,703.7802734,2058.611572,34.4965744,7.581991196,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104662,-0.83984375,4.404296875,-1.083984375,21.86328125,1.41015625,2.95703125,19.1171875,9.19140625,0.3515625,-19.375,-28.875,8.0625,-6.6953125,-0.6640625,-1.1640625,703.7598267,2058.843994,34.49796295,7.577913284,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104682,-0.791015625,4.30859375,-0.986328125,25.33203125,9.81640625,1.4453125,21.00390625,5.97265625,1.30859375,-21.5625,-30.4375,4.875,-5.671875,-0.5625,-1.0390625,703.6359863,2060.260254,34.50165558,7.574242592,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104702,-0.720703125,3.876953125,-0.9296875,26.0703125,6.44140625,2.25390625,18.35546875,6.46875,1.42578125,-21.4375,-31.25,2.5,-4.4453125,-0.34375,-0.8359375,703.2893066,2064.223633,34.50497818,7.570435047,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104722,-0.642578125,3.416015625,-0.8828125,27.9453125,9.38671875,-0.921875,24.1015625,9.87890625,-4.28515625,-21.625,-31.375,0.1875,-3.0390625,-0.0078125,-0.59375,703.0496826,2066.966309,34.5055275,7.567260265,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104742,-0.556640625,2.97265625,-0.736328125,26.3984375,9.66796875,-3.81640625,20.04296875,7.6171875,-3.1328125,-21.75,-32.1875,-3.0625,-1.5234375,0.4609375,-0.34375,702.9724731,2067.848877,34.50601959,7.563646793,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104762,-0.4609375,2.578125,-0.640625,20.796875,6.8984375,-2.9140625,18.05078125,6.5859375,-2.29296875,-21.125,-31.5625,-3.0625,-0.015625,0.9765625,-0.0859375,702.9542236,2068.057617,34.5089035,7.561403275,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104782,-0.375,2.2109375,-0.529296875,17.328125,5.34375,-2.33984375,22.53515625,9.45703125,-3.6328125,-21.25,-32.3125,-5.5,1.4375,1.4921875,0.1796875,703.03125,2067.175049,34.51150131,7.558879375,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104802,-0.23828125,1.78125,-0.369140625,20.375,7.69921875,-3.9296875,24.40625,11.2578125,-4.20703125,-20.1875,-33.1875,-7,2.8828125,2.03125,0.40625,702.9418335,2068.19751,34.51139832,7.55635643,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104822,-0.0625,1.310546875,-0.103515625,20.7890625,8.9375,-4.69921875,21.8359375,11.14453125,-3.6328125,-20.5,-34.1875,-6.9375,4.34375,2.609375,0.5546875,703.1477051,2065.843262,34.51130295,7.554337502,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104842,0.1171875,0.900390625,0.1640625,16.77734375,8.24609375,-4.2265625,18.12890625,8.4609375,-2.828125,-20.875,-32.4375,-6.8125,5.7578125,3.1640625,0.625,703.1389771,2065.943848,34.51121902,7.552520275,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104862,0.240234375,0.5625,0.3515625,11.6953125,5.046875,-3.453125,16.78515625,6.8515625,-3.05859375,-20.5625,-32.75,-5.9375,7.0625,3.6328125,0.6171875,703.3024292,2064.075684,34.51358414,7.550632954,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104882,0.361328125,0.23046875,0.46484375,9.12109375,3.0234375,-3.62890625,20.30859375,7.19921875,-4.015625,-20.5,-33.5,-6.9375,8.234375,4,0.5078125,703.3857422,2063.121826,34.51083374,7.54893446,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104902,0.470703125,-0.154296875,0.548828125,11.51171875,3.05078125,-4.421875,22.0703125,6.9296875,-4.55078125,-21.9375,-32.375,-5.75,9.3671875,4.2734375,0.265625,703.4584961,2062.289551,34.508358,7.547909737,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104922,0.576171875,-0.591796875,0.60546875,12.1484375,2.546875,-4.63671875,21.38671875,6.4296875,-4.58984375,-23.0625,-31.625,-5.3125,10.4609375,4.46875,-0.140625,703.5256348,2061.523193,34.51100922,7.54623127,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104942,0.67578125,-1.01953125,0.65234375,10.3828125,1.890625,-4.19921875,18.93359375,4.6328125,-3.6328125,-24.5,-30.8125,-4.1875,11.515625,4.5859375,-0.6953125,703.7841187,2058.56665,34.51095581,7.545476913,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104962,0.72265625,-1.390625,0.6875,6.9296875,0.03125,-2.6171875,16.7421875,3.63671875,-2.59765625,-23.125,-31.5,-2.9375,12.4296875,4.59375,-1.3671875,703.8391724,2057.937744,34.51090622,7.54454565,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10104982,0.759765625,-1.724609375,0.705078125,3.93359375,-0.92578125,-0.87109375,17.015625,3.75,-2.17578125,-23.25,-30,-1.4375,13.1640625,4.4921875,-2.125,704.0322266,2055.731445,34.51086044,7.544212341,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105002,0.78515625,-2.078125,0.7421875,3.546875,-0.6640625,0.33984375,19.01171875,4.66796875,-1.5625,-24.0625,-29.875,0.4375,13.75,4.3125,-2.953125,704.2420044,2053.334717,34.5108223,7.544164181,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105022,0.82421875,-2.451171875,0.80859375,5.0078125,0.46484375,1.8125,14.67578125,4.2109375,0.23828125,-24.0625,-29.875,0.4375,14.2109375,4.0703125,-3.8359375,704.5881958,2049.38208,34.51078796,7.543869019,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105042,0.837890625,-2.74609375,0.904296875,0.30078125,0.28125,4.51953125,12.453125,3.86328125,1.4609375,-24.375,-28.9375,5.125,14.4765625,3.765625,-4.734375,704.7057495,2048.039795,34.51563644,7.542847157,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105062,0.84765625,-3.009765625,1.01171875,-2.06640625,0.26171875,6.609375,13.07421875,3.98046875,1.34765625,-25.1875,-28.5,7.5625,14.515625,3.40625,-5.5859375,704.770752,2047.297241,34.51268005,7.541927338,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105082,0.8515625,-3.296875,1.1171875,0.34765625,1.02734375,6.55859375,15.71484375,4.40234375,-0.0703125,-23.1875,-26.6875,8.375,14.3984375,3.015625,-6.4140625,704.9432983,2045.32605,34.5100174,7.541099548,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105102,0.84765625,-3.611328125,1.203125,1.3984375,1.58984375,6.7265625,15.6328125,3.94140625,-0.56640625,-22.9375,-26.875,10.25,14.1640625,2.609375,-7.21875,705.0638428,2043.952148,34.51250458,7.540354252,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105122,0.8125,-3.92578125,1.26171875,1.61328125,1.52734375,7.03515625,13.07421875,2.9453125,0.08203125,-22.5,-25.6875,14.375,13.8125,2.1953125,-8.03125,705.1657715,2042.786865,34.51473999,7.539935589,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105142,0.748046875,-4.162109375,1.3046875,-0.515625,0.953125,8.47265625,6.86328125,1.52734375,4.18359375,-21.5,-24.625,14.9375,13.2890625,1.78125,-8.765625,705.1714478,2042.723511,34.51675415,7.539811134,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105162,0.66015625,-4.328125,1.3515625,-6.08984375,-0.04296875,13.24609375,4.984375,1.48828125,4.48828125,-21.25,-24.1875,16.25,12.5625,1.359375,-9.3515625,705.1169434,2043.34436,34.52100754,7.539446831,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105182,0.564453125,-4.44921875,1.388671875,-7.15625,0.32421875,14.04296875,3.5703125,1.18359375,4.68359375,-18.0625,-22.25,19.8125,11.6640625,0.9765625,-9.734375,705.0496826,2044.113281,34.52239609,7.539118767,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105202,0.462890625,-4.5234375,1.41796875,-7.578125,0.39453125,14.546875,1.99609375,1.7578125,3.609375,-16.4375,-22.125,21.5625,10.59375,0.6015625,-9.96875,705.0775757,2043.793579,34.52364349,7.538571835,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105222,0.3671875,-4.541015625,1.439453125,-8.04296875,1.296875,13.59375,-2.3671875,2.41015625,3.03125,-15.375,-23.1875,22.375,9.4453125,0.3203125,-10,705.0764771,2043.806763,34.52476501,7.538331509,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105242,0.26171875,-4.47265625,1.4453125,-11.2265625,2.19140625,12.9765625,-4.2421875,2.67578125,3.453125,-14.125,-20.6875,23.375,8.234375,0.1171875,-9.875,704.8705444,2046.158447,34.52577591,7.546432495,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105262,0.166015625,-4.37890625,1.41796875,-11.86328125,2.61328125,13.1875,-5.96875,3.48046875,2.95703125,-11.0625,-21.375,25.5625,6.953125,0.0234375,-9.5703125,2.83E-42,704.7666626,2047.342163,34.51936722,7.553471565,267.2062378,1240.951782,1250.380737
JUPITERC,2,16,10105310,0.12109375,-4.23046875,1.33984375,-12.2890625,3.47265625,12.31640625,-9.375,2.21875,2.265625,-9.375,-20.625,25.9375,5.65625,0.0078125,-9.125,704.6791992,2048.34082,34.5209198,7.559554577,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105330,-0.0390625,-3.369140625,0.908203125,-23.83203125,2.13671875,3.42578125,-28.61328125,4.24609375,-7.9609375,-6.1875,-22.5,24.625,2.9453125,0.1953125,-7.9140625,704.4088135,2051.429688,34.52475739,7.566037655,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105350,0.02734375,-2.81640625,0.64453125,-29.171875,3.76171875,-0.9609375,-34.01171875,4.09375,-10.94921875,-4.3125,-21.6875,27.875,1.3984375,0.3671875,-7.296875,704.3779907,2051.78125,34.53065491,7.571872711,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105370,0.0625,-1.962890625,0.337890625,-38.7734375,3.55078125,-7.453125,-40.0625,4.28515625,-13.9765625,-2,-21.25,29.125,-0.3203125,0.6015625,-6.7421875,704.4067993,2051.453613,34.53107834,7.576115608,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105390,0.185546875,-1.166015625,-0.04296875,-40.671875,5.01953125,-11.45703125,-44.046875,6.01171875,-17.69140625,-0.75,-22.5625,26.1875,-2.2890625,0.859375,-6.34375,704.6610107,2048.549561,34.53390121,7.580942631,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105410,0.28125,-0.50390625,-0.322265625,-31.28125,3.703125,-8.6328125,-23.48046875,2.79296875,-9.41796875,-0.4375,-22.125,27.125,-4.46875,1.125,-6.15625,704.7835083,2047.151855,34.53888702,7.5847826,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105430,0.310546875,-0.015625,-0.50390625,-15.30859375,1.1796875,-3.06640625,-22.859375,2.5625,-9.26171875,1.25,-21.75,28,-6.59375,1.328125,-6.15625,704.7730103,2047.270752,34.53848648,7.587734222,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105450,0.31640625,0.498046875,-0.671875,-15.4453125,-0.1328125,-4.03125,-24.74609375,1.296875,-10.375,1.25,-21.75,27.5,-8.4453125,1.421875,-6.25,704.9273071,2045.508423,34.53812408,7.590138912,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105470,0.3203125,1.01171875,-0.82421875,-15.59765625,-0.62890625,-4.4140625,-25.8125,-0.1953125,-10.98828125,0.875,-21.375,27.9375,-10.0859375,1.40625,-6.4921875,704.8649902,2046.221802,34.55001831,7.59305954,267.2062378,1240.951782,1250.380737,7.531753063
JUPITERC,2,16,10105490,0.2890625,1.55859375,-0.982421875,-13.6484375,-1.3359375,-3.75390625,-28.07421875,-0.50390625,-12.21484375,0.8125,-20.3125,28.5625,-11.5234375,1.2578125,-6.9375,705.3954468,2040.168335,34.55094528,7.595940113,267.2062378,1240.951782,1250.380737,7.531753063
