Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
58474,-0.002,-0.001,0.998,0.061,0.061,0.122,-36.489,-21.126,-40.679,1.0000,-0.0004,-0.0002,0.0002,-0.00,-0.00,0.00,0.05,91252.9,0,0.00,0.00,2
58674,-0.000,-0.000,0.996,0.122,0.000,0.061,-36.318,-21.668,-39.806,1.0000,-0.0003,-0.0000,0.0002,-0.00,-0.00,0.00,0.03,91254.3,0,0.00,0.00,2
58874,0.000,0.001,0.996,0.061,-0.061,0.061,-36.659,-21.668,-40.504,1.0000,-0.0001,-0.0001,0.0003,-0.00,-0.00,0.00,0.00,91251.5,0,0.00,0.00,2
59074,0.000,0.001,0.994,0.183,0.061,0.061,-36.318,-22.751,-39.806,1.0000,-0.0000,-0.0001,0.0004,-0.00,-0.00,0.00,0.00,91252.3,0,0.00,0.00,2
59274,0.000,-0.001,0.999,0.122,-0.061,0.061,-35.977,-21.307,-39.806,1.0000,0.0001,-0.0002,0.0005,-0.02,-0.00,0.00,0.00,91257.0,0,0.00,0.00,2
59474,-0.001,0.001,1.000,-0.000,-0.061,-0.000,-35.125,-22.210,-38.933,1.0000,0.0001,-0.0002,0.0006,-0.04,-0.00,0.00,0.00,91252.9,0,0.00,0.00,2
59674,0.000,-0.001,0.995,0.061,0.000,0.061,-36.489,-21.487,-39.980,1.0000,0.0001,-0.0002,0.0007,-0.02,-0.00,0.00,0.00,91251.6,0,0.00,0.00,2
59874,0.001,-0.000,0.999,0.122,0.000,0.061,-36.830,-21.849,-38.933,1.0000,0.0002,-0.0002,0.0008,0.00,-0.00,0.00,0.02,91252.2,0,0.00,0.00,2
60074,0.002,0.000,0.997,0.061,0.000,0.061,-35.466,-21.126,-39.282,1.0000,0.0003,-0.0002,0.0009,0.03,-0.00,0.00,0.00,91252.2,0,0.00,0.00,2
60274,0.000,-0.001,0.993,0.122,0.000,0.061,-36.148,-21.849,-38.933,1.0000,0.0003,-0.0002,0.0009,0.02,-0.00,0.00,0.04,91254.9,0,0.00,0.00,2
60474,0.001,-0.002,0.999,0.122,0.000,-0.000,-36.659,-21.307,-39.108,1.0000,0.0004,-0.0002,0.0010,0.02,-0.00,0.00,0.04,91253.5,0,0.00,0.00,2
60674,0.000,0.000,0.997,-0.000,0.000,0.061,-36.830,-20.404,-38.933,1.0000,0.0004,-0.0002,0.0011,0.02,-0.00,0.00,0.05,91251.5,0,0.00,0.00,2
60874,0.000,-0.002,0.998,0.061,-0.061,0.061,-37.341,-22.390,-39.457,1.0000,0.0004,-0.0002,0.0012,0.03,-0.00,0.00,0.04,91248.8,0,0.00,0.00,2
61074,0.000,-0.000,0.998,0.061,0.000,-0.000,-35.295,-21.668,-40.155,1.0000,0.0004,-0.0002,0.0013,0.03,-0.00,0.00,0.06,91251.5,0,0.00,0.00,2
61274,0.000,0.001,0.999,-0.000,0.000,0.122,-36.659,-21.668,-39.806,1.0000,0.0005,-0.0002,0.0014,0.04,-0.00,0.00,0.05,91250.1,0,0.00,0.00,2
61474,-0.001,-0.000,0.997,0.061,0.000,0.061,-35.295,-20.585,-39.457,1.0000,0.0006,-0.0002,0.0015,0.05,-0.00,0.00,0.07,91249.5,0,0.00,0.00,2
61674,-0.000,0.001,0.997,0.061,0.000,0.061,-36.318,-22.751,-39.108,1.0000,0.0006,-0.0002,0.0016,0.05,-0.00,0.00,0.07,91253.5,0,0.00,0.00,2
61874,-0.001,-0.001,1.000,-0.000,0.000,0.061,-35.125,-19.682,-38.584,1.0000,0.0006,-0.0002,0.0017,0.04,-0.00,0.00,0.07,91252.2,0,0.00,0.00,2
62074,-0.000,-0.002,1.000,0.061,0.000,0.061,-35.977,-22.029,-39.806,1.0000,0.0005,-0.0003,0.0018,0.04,-0.00,0.00,0.07,91252.1,0,0.00,0.00,2
62274,0.000,-0.001,0.997,-0.000,-0.061,-0.000,-36.489,-21.126,-40.330,1.0000,0.0005,-0.0002,0.0019,0.03,-0.00,0.00,0.06,91253.5,0,0.00,0.00,2
62474,-0.000,-0.001,0.997,0.122,0.000,-0.000,-36.659,-22.029,-38.409,1.0000,0.0006,-0.0003,0.0019,0.03,-0.00,0.00,0.07,91254.2,0,0.00,0.00,2
62674,-0.000,-0.001,0.998,0.061,0.000,-0.000,-35.807,-21.849,-38.933,1.0000,0.0006,-0.0003,0.0020,0.02,-0.00,0.00,0.06,91255.5,0,0.00,0.00,2
62874,-0.001,0.000,0.997,0.061,-0.061,0.061,-37.000,-21.668,-40.504,1.0000,0.0006,-0.0003,0.0021,0.01,-0.00,0.00,0.07,91252.2,0,0.00,0.00,2
63074,-0.000,0.001,0.997,0.061,-0.061,0.061,-36.318,-21.307,-38.409,1.0000,0.0006,-0.0002,0.0022,0.01,-0.00,0.00,0.07,91256.2,0,0.00,0.00,2
63274,-0.001,-0.000,0.999,0.122,-0.061,0.122,-38.023,-21.307,-38.758,1.0000,0.0007,-0.0002,0.0023,-0.00,-0.00,0.00,0.07,91252.8,0,0.00,0.00,2
63474,-0.000,-0.002,0.999,-0.000,0.061,0.061,-35.466,-22.571,-40.330,1.0000,0.0006,-0.0002,0.0024,0.00,-0.00,0.00,0.07,91250.1,0,0.00,0.00,2
63674,0.001,0.001,0.997,0.061,0.000,0.061,-37.512,-22.571,-39.282,1.0000,0.0006,-0.0002,0.0025,0.00,-0.00,0.00,0.07,91255.5,0,0.00,0.00,2
63874,-0.001,0.000,0.996,-0.000,-0.061,-0.000,-35.977,-21.307,-39.457,1.0000,0.0006,-0.0003,0.0027,-0.00,-0.00,0.00,0.07,91254.2,0,0.00,0.00,2
64074,-0.000,-0.002,0.998,0.061,-0.061,0.061,-35.295,-20.585,-39.806,1.0000,0.0006,-0.0002,0.0028,-0.00,-0.00,0.00,0.08,91254.2,0,0.00,0.00,2
64274,0.001,-0.000,0.993,0.122,-0.061,0.122,-36.659,-21.668,-40.853,1.0000,0.0006,-0.0003,0.0028,-0.01,-0.00,0.00,0.08,91253.5,0,0.00,0.00,2
64474,0.001,0.000,1.000,0.061,-0.061,0.061,-35.807,-21.487,-40.330,1.0000,0.0006,-0.0003,0.0029,-0.00,-0.00,0.00,0.08,91253.5,0,0.00,0.00,2
64674,0.001,-0.002,0.995,0.061,-0.061,-0.000,-36.489,-20.765,-38.235,1.0000,0.0007,-0.0002,0.0031,-0.00,-0.00,0.00,0.08,91251.5,0,0.00,0.00,2
64874,0.000,0.000,1.002,0.183,0.000,0.061,-38.023,-21.668,-39.108,1.0000,0.0007,-0.0002,0.0031,-0.00,0.00,0.00,0.08,91254.9,0,0.00,0.00,2
65074,0.000,0.000,0.996,-0.000,0.061,0.061,-36.659,-21.668,-39.806,1.0000,0.0007,-0.0002,0.0032,0.00,-0.00,0.00,0.08,91253.5,0,0.00,0.00,2
65274,0.000,-0.001,0.998,-0.061,0.000,0.061,-36.830,-23.293,-40.679,1.0000,0.0006,-0.0002,0.0033,0.01,-0.00,0.00,0.07,91252.8,0,0.00,0.00,2
65474,0.000,-0.001,0.999,0.061,-0.061,0.061,-36.489,-22.932,-40.679,1.0000,0.0006,-0.0002,0.0034,0.01,-0.00,0.00,0.06,91252.2,0,0.00,0.00,2
65674,0.001,-0.000,0.997,0.061,0.000,0.061,-35.466,-21.849,-38.235,1.0000,0.0005,-0.0002,0.0035,0.01,-0.00,0.00,0.06,91252.8,0,0.00,0.00,2
65874,-0.000,-0.000,0.997,0.183,-0.061,-0.000,-37.682,-22.029,-39.457,1.0000,0.0005,-0.0002,0.0036,0.02,-0.00,0.00,0.06,91251.5,0,0.00,0.00,2
