Time[ms],AccX[g],AccY[g],AccZ[g],GyroX[°/s],GyroY[°/s],GyroZ[°/s],MagX[uT],MagY[uT],MagZ[uT],qW,qX,qY,qZ,AltFilt[m],VelFilt[m/s],AccVert[m/s^2],Tilt[°],PressBMP[Pa],Servo[%],PID_Gain,Cd_Gain,Estado
44499,0.002,-0.001,1.001,0.061,0.000,0.061,4.604,-2.528,-56.566,1.0000,-0.0012,-0.0010,0.0001,-0.00,-0.00,0.00,0.18,91051.1,0,0.00,0.00,2
44699,0.001,-0.002,0.997,0.061,0.000,0.122,3.410,-3.431,-57.788,1.0000,-0.0011,-0.0010,0.0002,-0.00,-0.00,0.00,0.17,91051.8,0,0.00,0.00,2
44899,-0.000,-0.000,1.000,0.122,0.000,-0.000,3.581,-4.695,-56.217,1.0000,-0.0010,-0.0010,0.0003,-0.00,-0.00,0.00,0.16,91050.4,0,0.00,0.00,2
45099,0.001,-0.000,0.996,0.061,-0.061,0.061,5.286,-4.695,-57.265,1.0000,-0.0008,-0.0011,0.0004,-0.00,-0.00,0.00,0.15,91049.7,0,0.00,0.00,2
45299,0.002,-0.001,1.000,-0.000,0.000,0.061,4.433,-4.153,-58.138,1.0000,-0.0008,-0.0010,0.0005,0.03,-0.00,0.00,0.14,91049.1,0,0.00,0.00,2
45499,0.006,-0.001,0.997,-0.000,0.000,-0.000,4.263,-4.695,-57.265,1.0000,-0.0007,-0.0010,0.0006,0.03,-0.00,0.00,0.14,91053.1,0,0.00,0.00,2
45699,0.003,0.009,1.005,0.061,0.000,-0.000,3.581,-3.972,-57.265,1.0000,-0.0006,-0.0010,0.0006,0.06,0.00,0.00,0.13,91051.1,0,0.00,0.00,2
45899,0.001,-0.000,0.998,-0.000,0.000,0.061,3.240,-4.695,-58.661,1.0000,-0.0005,-0.0012,0.0008,0.07,-0.00,0.00,0.15,91051.1,0,0.00,0.00,2
46099,0.001,-0.002,0.999,0.122,0.061,0.061,5.286,-4.334,-58.661,1.0000,-0.0005,-0.0012,0.0008,0.08,-0.00,0.00,0.14,91047.0,0,0.00,0.00,2
46299,0.002,-0.001,0.996,-0.000,0.061,0.061,3.922,-3.972,-59.010,1.0000,-0.0004,-0.0011,0.0009,0.10,-0.00,0.00,0.14,91053.1,0,0.00,0.00,2
46499,0.002,0.000,1.003,0.122,0.000,0.061,4.945,-3.250,-57.614,1.0000,-0.0003,-0.0012,0.0010,0.11,0.00,0.00,0.14,91051.1,0,0.00,0.00,2
46699,0.001,-0.003,0.998,0.061,0.000,-0.061,3.581,-3.972,-57.963,1.0000,-0.0003,-0.0012,0.0011,0.11,-0.00,0.00,0.14,91046.3,0,0.00,0.00,2
46899,0.002,-0.003,0.998,0.061,0.061,-0.000,3.751,-4.153,-57.788,1.0000,-0.0004,-0.0011,0.0011,0.10,-0.00,0.00,0.13,91047.0,0,0.00,0.00,2
47099,0.002,-0.002,0.997,-0.000,-0.061,0.061,3.751,-3.792,-58.836,1.0000,-0.0003,-0.0011,0.0012,0.11,-0.00,0.00,0.13,91047.7,0,0.00,0.00,2
47299,0.002,-0.003,0.995,0.061,0.000,-0.000,5.115,-3.431,-58.487,1.0000,-0.0003,-0.0011,0.0013,0.11,-0.00,0.00,0.13,91050.4,0,0.00,0.00,2
47499,0.004,-0.001,0.996,0.061,0.000,0.061,4.263,-2.528,-58.661,1.0000,-0.0003,-0.0011,0.0014,0.12,-0.00,0.00,0.13,91048.4,0,0.00,0.00,2
47699,0.006,-0.001,0.999,0.122,0.122,-0.000,4.092,-4.153,-60.233,1.0000,-0.0002,-0.0011,0.0015,0.13,-0.00,0.00,0.13,91049.1,0,0.00,0.00,2
47899,-0.042,-0.009,1.006,-1.160,-1.648,12.939,4.774,-3.070,-58.487,1.0000,0.0004,0.0001,0.0098,0.13,0.00,0.00,0.03,91048.4,0,0.00,0.00,2
48099,0.157,-0.077,1.086,-26.489,-78.613,10.437,6.479,-6.681,-56.392,0.9976,-0.0210,-0.0597,0.0281,0.14,0.01,0.98,7.26,91047.0,0,0.00,0.00,2
48299,0.454,-0.131,0.925,-15.869,-134.583,-6.165,17.562,-10.473,-43.996,0.9637,-0.0670,-0.2564,0.0320,0.14,0.01,0.36,30.73,91046.4,0,0.00,0.00,2
