time,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,mag_x_T,mag_y_T,mag_z_T,pressure_Pa,sim_z,sim_vz,sim_az,sim_ax_loc_ms2,sim_ay_loc_ms2,sim_az_loc_ms2,sim_mx_T,sim_my_T,sim_mz_T,sim_gx_rads,sim_gy_rads,sim_gz_rads,sim_q0,sim_q1,sim_q2,sim_q3,sim_tilt,sim_pressure_Pa
0.46000000,0.46447512,0.48841714,-9.78749639,-0.00213053,0.00000000,0.00319579,-0.00001140,-0.00001740,-0.00004320,85532.48000000,0.00000000,0.00000000,0.00000000,0.48295990,0.48295990,-9.76747574,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78588170
0.48000000,0.47884033,0.47405193,-9.78749639,-0.00106526,-0.00106526,0.00213053,-0.00001200,-0.00001800,-0.00004380,85528.00000000,0.00000000,-0.00000000,-0.00000000,0.48295990,0.48295990,-9.76747574,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78588170
0.50000000,0.45010991,0.49799395,-9.76355437,0.00000000,0.00213053,0.00106526,-0.00001020,-0.00001620,-0.00004380,85525.92000000,0.00000000,0.00000000,0.00000000,0.48295990,0.48295990,-9.76747574,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78588170
0.52000000,0.47405193,0.46926353,-9.79228479,-0.00106526,0.00000000,0.00319579,-0.00001020,-0.00001500,-0.00004320,85528.80000000,-0.00000000,-0.00000000,0.00000000,0.48295990,0.48295990,-9.76747574,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78588170
0.54000000,0.47884033,0.48362874,-9.75876597,-0.00106526,-0.00319579,0.00213053,-0.00001080,-0.00001800,-0.00004320,85522.24000000,-0.00000000,0.00000000,0.00000000,0.48295990,0.48295990,-9.76747574,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78588170
0.56000000,0.46447512,0.46926353,-9.80186160,0.00213053,-0.00106526,0.00213053,-0.00001200,-0.00001740,-0.00004380,85524.80000000,0.00000000,0.00000000,0.00000000,0.48295990,0.48295990,-9.76747574,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78588170
0.58000000,0.48362874,0.46926353,-6.87135876,-0.00213053,0.00000000,0.00426106,-0.00001080,-0.00001620,-0.00004320,85521.28000000,0.00007702,0.01655300,2.90033708,0.48295990,0.48295990,-6.86005633,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.78507718
0.60000000,0.48362874,0.49799395,-1.24498486,0.00106526,0.00000000,0.00213053,-0.00000960,-0.00001560,-0.00004380,85524.96000000,0.00136957,0.13102281,8.54716338,0.48295990,0.48295990,-1.19944105,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.77157637
0.62000000,0.43574470,0.46447512,4.42927307,0.00000000,-0.00106526,0.00319579,-0.00001080,-0.00001560,-0.00004320,85522.88000000,0.00607610,0.35846562,14.19785829,0.48295990,0.48295990,4.46505229,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.72241603
0.64000000,0.47405193,0.45489832,10.13226143,0.00000000,-0.00319579,0.00639159,-0.00001080,-0.00001680,-0.00004380,85517.92000000,0.01646194,0.69896959,19.85343448,0.48295990,0.48295990,10.13443886,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.61393463
0.66000000,0.46447512,0.47405193,15.77778894,0.00106526,-0.00213053,0.00639159,-0.00001020,-0.00001680,-0.00004380,85522.72000000,0.03478936,1.15264348,25.51501639,0.48295989,0.48295989,15.80984583,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.42250237
0.68000000,0.44053311,0.46447512,21.49993091,0.00106526,-0.00106526,0.00745685,-0.00001080,-0.00001680,-0.00004380,85529.92000000,0.06340332,1.71962351,31.18370754,0.48295989,0.48295989,21.49237944,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85515.12362589
0.70000000,0.48841714,0.45968672,27.15503523,0.00106526,0.00000000,0.00745685,-0.00001200,-0.00001740,-0.00004440,85524.80000000,0.10449427,2.40007087,36.86186649,0.48295988,0.48295988,27.18440400,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85514.69442563
0.72000000,0.46447512,0.47884033,27.15982363,0.00000000,0.00106526,0.00745685,-0.00001200,-0.00001620,-0.00004440,85522.08000000,0.15986708,3.13717110,36.84808136,0.48295987,0.48295987,27.17058538,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85514.11604956
0.74000000,0.48841714,0.46926353,27.11672800,0.00000000,-0.00106526,0.00958738,-0.00001020,-0.00001560,-0.00004380,85526.24000000,0.22997906,3.87399195,36.83394069,0.48295986,0.48295986,27.15641039,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85513.38372089
0.76000000,0.44053311,0.48841714,27.11672800,-0.00106526,-0.00213053,0.00852212,-0.00001140,-0.00001860,-0.00004320,85532.00000000,0.31482461,4.61052661,36.81952964,0.48295985,0.48295985,27.14196441,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85512.49749824
0.78000000,0.45968672,0.48362874,27.12151641,-0.00213053,0.00106526,0.00958738,-0.00001020,-0.00001740,-0.00004260,85503.52000000,0.41439796,5.34677476,36.80531468,0.48295984,0.48295984,27.12771505,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85511.45744185
0.80000000,0.44053311,0.47884033,27.09278599,0.00106526,0.00000000,0.00958738,-0.00001020,-0.00001560,-0.00004380,85533.12000000,0.52869337,6.08274041,36.79128235,0.48295982,0.48295982,27.11364880,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85510.26361154
0.82000000,0.46447512,0.48362874,27.05926716,-0.00106526,0.00000000,0.00958738,-0.00001140,-0.00001680,-0.00004260,85535.04000000,0.65770530,6.81842543,36.77676500,0.48295980,0.48295980,27.09909640,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85508.91606539
0.84000000,0.45489832,0.48362874,27.06405557,0.00106526,-0.00213053,0.00745685,-0.00001140,-0.00001620,-0.00004380,85517.60000000,0.80142799,7.55379780,36.76050925,0.48295978,0.48295978,27.08280139,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85507.41486348
0.86000000,0.45968672,0.47405193,27.04490195,0.00106526,0.00000000,0.00852212,-0.00001080,-0.00001620,-0.00004440,85528.00000000,0.95985504,8.28887371,36.74710645,0.48295975,0.48295975,27.06936636,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85505.76007260
0.88000000,0.45010991,0.50757075,27.06884397,0.00106526,0.00000000,0.00958738,-0.00001080,-0.00001620,-0.00004380,85516.32000000,1.13298095,9.02368381,36.73393302,0.48295973,0.48295973,27.05616128,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85503.95175026
0.90000000,0.47884033,0.48841714,27.04969036,-0.00106526,-0.00319579,0.00745685,-0.00001200,-0.00001620,-0.00004260,85500.64000000,1.32080050,9.75823127,36.72078525,0.48295970,0.48295970,27.04298199,-0.00001125,-0.00001675,-0.00004348,-0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85501.98995089
0.92000000,0.46926353,0.48362874,27.00180632,0.00000000,-0.00106526,0.00852212,-0.00000900,-0.00001740,-0.00004260,85515.84000000,1.52330833,10.49251314,36.70734075,0.48295967,0.48295967,27.02950529,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85499.87473068
0.94000000,0.48362874,0.48841714,27.02574834,-0.00106526,0.00106526,0.00852212,-0.00001020,-0.00001740,-0.00004380,85509.44000000,1.74049916,11.22652316,36.69361974,0.48295963,0.48295963,27.01575143,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85497.60614455
0.96000000,0.45010991,0.49320554,26.97786431,-0.00213053,-0.00319579,0.00852212,-0.00001080,-0.00001800,-0.00004260,85500.96000000,1.97236743,11.96025833,36.67998405,0.48295960,0.48295960,27.00208316,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85495.18425070
0.98000000,0.46926353,0.49320554,27.00659473,0.00213053,-0.00213053,0.00958738,-0.00001020,-0.00001560,-0.00004380,85507.84000000,2.21890770,12.69372312,36.66646634,0.48295956,0.48295956,26.98853321,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85492.60910598
1.00000000,0.46926353,0.49320554,26.95871069,0.00106526,-0.00106526,0.00958738,-0.00001020,-0.00001620,-0.00004320,85493.60000000,2.48011514,13.42701242,36.66243982,0.48295952,0.48295952,26.98449765,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85489.88076065
1.02000000,0.47884033,0.47405193,26.98265271,0.00106526,-0.00213053,0.00639159,-0.00001140,-0.00001560,-0.00004320,85496.32000000,2.75598756,14.16021830,36.65811824,0.48295948,0.48295948,26.98016637,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85486.99923783
1.04000000,0.47884033,0.48841714,26.93955708,-0.00213053,-0.00213053,0.00958738,-0.00001080,-0.00001800,-0.00004320,85498.24000000,3.04652320,14.89333453,36.65345932,0.48295944,0.48295944,26.97549696,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85483.96455578
1.06000000,0.45968672,0.46447512,26.95871069,-0.00106526,0.00000000,0.00852212,-0.00001200,-0.00001740,-0.00004440,85480.32000000,3.35172023,15.62635355,36.64841129,0.48295939,0.48295939,26.97043755,-0.00001125,-0.00001675,-0.00004348,-0.00000000,-0.00000000,-0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85480.77673366
1.08000000,0.45968672,0.47405193,26.94434548,0.00106526,-0.00319579,0.00852212,-0.00001140,-0.00001680,-0.00004320,85495.36000000,3.67157658,16.35926786,36.64299007,0.48295934,0.48295934,26.96500407,-0.00001125,-0.00001675,-0.00004348,0.00000000,0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85477.43579299
1.10000000,0.46447512,0.46926353,26.93955708,0.00000000,-0.00106526,0.00852212,-0.00001020,-0.00001860,-0.00004320,85484.64000000,4.00609017,17.09207950,36.63833470,0.48295929,0.48295929,26.96033837,-0.00001125,-0.00001675,-0.00004348,0.00000000,-0.00000000,0.00000000,0.56606120,0.00635993,0.03431510,-0.82362415,0.21923548,85473.94175566
1.12000000,0.91458503,0.89064302,26.92040347,0.00106526,-0.00106526,0.00745685,-0.00001080,-0.00001680,-0.00004380,85487.68000000,4.35525997,17.82479132,36.58910654,0.91018114,0.97394539,26.95639254,-0.00001125,-0.00001675,-0.00004348,0.00000380,0.00002123,0.00016079,0.56606121,0.00635993,0.03431510,-0.82362414,0.21923549,85470.29463222
1.14000000,0.89543142,0.87627781,26.97786431,0.00000000,-0.00106526,0.02343582,-0.00001020,-0.00001620,-0.00004320,85482.08000000,4.71907480,18.55661573,36.59324945,0.90770145,0.97327167,26.96042755,-0.00001125,-0.00001675,-0.00004348,0.00034575,0.00201632,0.01519095,0.56612377,0.00637189,0.03431890,-0.82358090,0.21930980,85466.49453967
1.16000000,0.91937344,0.85233579,26.95871069,-0.00106526,0.00213053,0.04048005,-0.00001200,-0.00001560,-0.00004260,85475.20000000,5.09752610,19.28852045,36.59710846,0.90633751,0.97210865,26.96428417,-0.00001125,-0.00001676,-0.00004348,0.00067362,0.00410542,0.03075751,0.56631170,0.00640783,0.03433054,-0.82345091,0.21953633,85462.54156726
1.18000000,0.92895024,0.88106621,26.94913389,0.00213053,0.00426106,0.05645902,-0.00001140,-0.00001680,-0.00004440,85461.12000000,5.49061625,20.02050051,36.60089104,0.90615036,0.97045160,26.96817826,-0.00001124,-0.00001677,-0.00004347,0.00098695,0.00628642,0.04683140,0.56662911,0.00646860,0.03435062,-0.82323121,0.21992536,85458.43569020
1.20000000,0.91458503,0.86191260,26.98265271,0.00106526,0.00532632,0.07350325,-0.00001080,-0.00001620,-0.00004440,85465.76000000,5.89834669,20.75255741,36.60472966,0.90720017,0.96829540,26.97225089,-0.00001122,-0.00001678,-0.00004347,0.00128551,0.00855677,0.06338279,0.56707974,0.00655500,0.03437969,-0.82291896,0.22048764,85454.17689334
1.22000000,0.91937344,0.85233579,26.92998027,0.00213053,0.00958738,0.08735168,-0.00001080,-0.00001800,-0.00004320,85455.04000000,6.32071905,21.48469214,36.60874878,0.90954805,0.96563459,26.97663620,-0.00001121,-0.00001680,-0.00004347,0.00156926,0.01091298,0.08037802,0.56766737,0.00666785,0.03441838,-0.82251118,0.22123537,85449.76515980
1.24000000,0.92416184,0.83797058,27.00659473,0.00319579,0.01278317,0.10546118,-0.00001140,-0.00001680,-0.00004320,85459.84000000,6.75773481,22.21689126,36.61097897,0.91327500,0.96246001,26.97937050,-0.00001119,-0.00001682,-0.00004347,0.00183842,0.01335107,0.09778429,0.56839529,0.00680791,0.03446724,-0.82200513,0.22218088,85445.20047410
1.26000000,0.91937344,0.82360537,26.95871069,0.00106526,0.01278317,0.12357067,-0.00001140,-0.00001740,-0.00004500,85457.12000000,7.20939496,22.94912833,36.61263328,0.91840029,0.95876995,26.98167843,-0.00001117,-0.00001685,-0.00004346,0.00209341,0.01586622,0.11556792,0.56926644,0.00697588,0.03452679,-0.82139815,0.22333721,85440.48282591
1.28000000,0.92416184,0.83797058,26.98744111,0.00319579,0.01810950,0.14061491,-0.00001080,-0.00001620,-0.00004440,85444.32000000,7.67570094,23.68150460,36.62499806,0.92499241,0.95455417,26.99488591,-0.00001114,-0.00001687,-0.00004346,0.00233487,0.01845310,0.13369542,0.57028344,0.00717241,0.03459754,-0.82068771,0.22471793,85435.61220007
1.30000000,0.96725747,0.83318218,26.98265271,0.00319579,0.01917476,0.15978967,-0.00001140,-0.00001620,-0.00004440,85428.16000000,8.15665685,24.41412886,36.63730957,0.93310457,0.94980295,27.00821397,-0.00001111,-0.00001691,-0.00004345,0.00256362,0.02110564,0.15213422,0.57144850,0.00739810,0.03467991,-0.81987141,0.22633703,85430.58855386
1.32000000,0.95768066,0.80924016,27.02574834,0.00319579,0.02237055,0.17896443,-0.00001020,-0.00001740,-0.00004380,85442.72000000,8.65226772,25.14699899,36.64961710,0.94278179,0.94450588,27.02172390,-0.00001107,-0.00001695,-0.00004345,0.00278066,0.02381683,0.17085081,0.57276361,0.00765348,0.03477433,-0.81894686,0.22820934,85425.41183472
1.34000000,0.96246907,0.80924016,26.99701792,0.00319579,0.02130529,0.19813919,-0.00001200,-0.00001740,-0.00004380,85421.92000000,9.16253843,25.88011310,36.66177894,0.95407536,0.93864965,27.03528645,-0.00001103,-0.00001699,-0.00004344,0.00298712,0.02657885,0.18981276,0.57423034,0.00793901,0.03488115,-0.81791182,0.23035004,85420.08199160
1.36000000,0.98162268,0.81881697,27.02095994,0.00213053,0.02769688,0.21518342,-0.00001140,-0.00001680,-0.00004380,85420.96000000,9.68747402,26.61346987,36.67381384,0.96705994,0.93221633,27.04893516,-0.00001099,-0.00001704,-0.00004343,0.00318429,0.02938277,0.20898733,0.57584998,0.00825511,0.03500067,-0.81676402,0.23277485,85414.59897204
1.38000000,0.98641108,0.79008655,27.03053674,0.00319579,0.03195793,0.23755397,-0.00001080,-0.00001800,-0.00004320,85422.56000000,10.22707906,27.34705590,36.68471721,0.98172004,0.92519550,27.06167372,-0.00001094,-0.00001709,-0.00004343,0.00337349,0.03221943,0.22834468,0.57762342,0.00860206,0.03513311,-0.81550146,0.23549953,85408.96272810
1.40000000,1.00077629,0.76135613,27.03532515,0.00319579,0.03302320,0.25672873,-0.00001020,-0.00001800,-0.00004320,85408.80000000,10.78135784,28.08085665,36.69524600,0.99810347,0.91756683,27.07427562,-0.00001089,-0.00001714,-0.00004342,0.00355604,0.03507891,0.24785586,0.57955124,0.00898010,0.03527862,-0.81412217,0.23854022,85403.17321515
