# Time (s), Pressure (Pa), Az (m/s²), Attitude Angle (°)
12.880000,68535.667582,-14.025628,66.356278
12.900000,68507.627384,-14.020692,66.336469
12.920000,68479.631255,-14.015905,66.316610
12.940000,68451.679179,-14.011142,66.296701
12.960000,68423.771139,-14.006401,66.276743
12.980000,68395.907119,-14.001680,66.256738
13.000000,68368.087108,-13.996980,66.236684
13.020000,68340.311090,-13.992510,66.216582
13.040000,68312.579046,-13.981373,66.196431
13.060000,68284.890949,-13.969404,66.176230
13.080000,68257.246759,-13.957477,66.155976
13.100000,68229.646436,-13.945593,66.135668
13.120000,68202.089942,-13.933752,66.115304
13.140000,68174.577241,-13.921958,66.094883
13.160000,68147.108299,-13.909948,66.074402
13.180000,68119.683083,-13.906349,66.053860
13.200000,68092.301571,-13.902790,66.033257
13.220000,68064.963751,-13.899267,66.012594
13.240000,68037.669614,-13.895779,65.991870
13.260000,68010.419153,-13.892324,65.971088
13.280000,67983.212356,-13.888900,65.950248
13.300000,67956.049213,-13.885576,65.929352
13.320000,67928.929710,-13.880080,65.908401
13.340000,67901.853833,-13.874613,65.887398
13.360000,67874.821565,-13.869171,65.866342
13.380000,67847.832888,-13.863756,65.845235
13.400000,67820.887785,-13.858367,65.824077
13.420000,67793.986238,-13.853003,65.802866
13.440000,67767.128232,-13.847945,65.781603
13.460000,67740.313748,-13.840085,65.760285
13.480000,67713.542760,-13.826305,65.738912
13.500000,67686.815231,-13.812568,65.717482
13.520000,67660.131118,-13.798875,65.695992
13.540000,67633.490375,-13.785227,65.674443
13.560000,67606.892957,-13.771967,65.652833
13.580000,67580.338824,-13.759100,65.631160
13.600000,67553.827936,-13.746273,65.609424
13.620000,67527.360253,-13.733487,65.587625
13.640000,67500.935735,-13.720740,65.565764
13.660000,67474.554341,-13.708032,65.543840
13.680000,67448.216032,-13.695362,65.521854
13.700000,67421.920767,-13.682729,65.499806
13.720000,67395.668508,-13.670130,65.477699
13.740000,67369.459213,-13.657563,65.455534
13.760000,67343.292845,-13.645029,65.433310
13.780000,67317.169363,-13.632526,65.411030
13.800000,67291.088729,-13.620053,65.388691
13.820000,67265.050902,-13.607252,65.366296
13.840000,67239.055842,-13.594191,65.343843
13.860000,67213.103510,-13.581167,65.321332
13.880000,67187.193864,-13.568180,65.298762
13.900000,67161.326862,-13.555232,65.276133
13.920000,67135.502465,-13.542322,65.253442
13.940000,67109.720631,-13.529452,65.230690
13.960000,67083.981321,-13.516623,65.207875
13.980000,67058.284494,-13.503833,65.184998
14.000000,67032.630109,-13.491085,65.162056
14.020000,67007.018127,-13.478379,65.139049
14.040000,66981.448508,-13.465715,65.115976
14.060000,66955.921211,-13.453093,65.092837
14.080000,66930.436198,-13.440513,65.069632
14.100000,66904.993429,-13.427974,65.046361
14.120000,66879.592863,-13.415474,65.023024
14.140000,66854.234463,-13.403014,64.999622
14.160000,66828.918189,-13.390593,64.976156
14.180000,66803.644002,-13.378208,64.952625
14.200000,66778.411862,-13.365860,64.929031
14.220000,66753.221731,-13.353547,64.905375
14.240000,66728.073571,-13.341269,64.881656
14.260000,66702.967343,-13.329025,64.857874
14.280000,66677.903008,-13.316815,64.834030
14.300000,66652.880528,-13.304640,64.810124
14.320000,66627.899864,-13.292498,64.786154
14.340000,66602.960979,-13.280468,64.762121
14.360000,66578.063835,-13.268976,64.738024
14.380000,66553.208395,-13.257516,64.713861
14.400000,66528.394624,-13.246087,64.689631
14.420000,66503.622486,-13.234690,64.665335
14.440000,66478.891944,-13.223326,64.640970
14.460000,66454.202964,-13.211995,64.616536
14.480000,66429.555509,-13.200698,64.592033
14.500000,66404.949543,-13.189434,64.567460
14.520000,66380.385033,-13.178204,64.542817
14.540000,66355.861942,-13.167007,64.518103
14.560000,66331.380234,-13.155842,64.493319
14.580000,66306.939876,-13.144709,64.468465
14.600000,66282.540832,-13.133608,64.443542
14.620000,66258.183066,-13.122182,64.418549
14.640000,66233.866544,-13.110597,64.393488
14.660000,66209.591229,-13.099046,64.368358
14.680000,66185.357084,-13.087529,64.343159
14.700000,66161.164074,-13.076045,64.317893
14.720000,66137.012161,-13.064593,64.292559
14.740000,66112.901311,-13.053173,64.267157
14.760000,66088.831487,-13.041786,64.241686
14.780000,66064.802654,-13.030431,64.216147
14.800000,66040.814775,-13.019109,64.190539
14.820000,66016.867816,-13.007819,64.164861
14.840000,65992.961740,-12.996563,64.139112
14.860000,65969.096513,-12.985341,64.113292
14.880000,65945.272099,-12.974153,64.087401
14.900000,65921.488462,-12.962999,64.061436
14.920000,65897.745569,-12.951881,64.035398
14.940000,65874.043383,-12.940797,64.009287
14.960000,65850.381871,-12.929748,63.983100
14.980000,65826.760997,-12.918734,63.956840
15.000000,65803.180727,-12.907755,63.930504
15.020000,65779.641026,-12.896810,63.904093
15.040000,65756.141860,-12.885899,63.877607
15.060000,65732.683194,-12.875022,63.851046
15.080000,65709.264995,-12.864178,63.824410
15.100000,65685.887228,-12.853366,63.797700
15.120000,65662.549859,-12.842587,63.770915
15.140000,65639.252855,-12.831839,63.744056
15.160000,65615.996181,-12.821122,63.717122
15.180000,65592.779805,-12.810437,63.690115
15.200000,65569.603691,-12.799781,63.663033
15.220000,65546.467808,-12.789156,63.635877
15.240000,65523.372121,-12.778562,63.608646
15.260000,65500.316597,-12.767997,63.581341
15.280000,65477.301203,-12.757464,63.553959
15.300000,65454.325906,-12.746961,63.526503
15.320000,65431.390673,-12.736488,63.498969
15.340000,65408.495471,-12.726047,63.471359
15.360000,65385.640267,-12.715637,63.443671
15.380000,65362.825029,-12.705259,63.415904
15.400000,65340.049723,-12.694912,63.388059
15.420000,65317.314318,-12.684597,63.360135
15.440000,65294.618780,-12.674355,63.332131
15.460000,65271.963078,-12.664556,63.304047
15.480000,65249.347181,-12.654786,63.275882
15.500000,65226.771058,-12.645043,63.247637
15.520000,65204.234679,-12.635327,63.219311
15.540000,65181.738013,-12.625638,63.190904
15.560000,65159.281029,-12.615976,63.162416
15.580000,65136.863697,-12.606341,63.133847
15.600000,65114.485987,-12.596731,63.105197
15.620000,65092.147869,-12.587148,63.076466
15.640000,65069.849313,-12.577590,63.047654
15.660000,65047.590288,-12.568057,63.018761
15.680000,65025.370765,-12.558549,62.989787
15.700000,65003.190713,-12.549066,62.960731
15.720000,64981.050103,-12.539608,62.931595
15.740000,64958.948905,-12.529811,62.902376
15.760000,64936.887089,-12.519980,62.873076
15.780000,64914.864623,-12.510178,62.843693
15.800000,64892.881477,-12.500404,62.814227
15.820000,64870.937619,-12.490659,62.784678
15.840000,64849.033020,-12.480942,62.755044
15.860000,64827.167649,-12.471255,62.725327
15.880000,64805.341475,-12.461596,62.695525
15.900000,64783.554468,-12.451966,62.665637
15.920000,64761.806598,-12.442366,62.635664
15.940000,64740.097834,-12.432794,62.605604
15.960000,64718.428146,-12.423252,62.575458
15.980000,64696.797505,-12.413739,62.545224
16.000000,64675.205881,-12.404254,62.514904
16.020000,64653.653243,-12.394799,62.484495
16.040000,64632.139563,-12.385372,62.453999
16.060000,64610.664809,-12.375973,62.423415
16.080000,64589.228954,-12.366602,62.392743
16.100000,64567.831967,-12.357260,62.361983
16.120000,64546.473819,-12.347945,62.331134
16.140000,64525.154480,-12.338658,62.300197
16.160000,64503.873923,-12.329397,62.269171
16.180000,64482.632116,-12.320164,62.238056
16.200000,64461.429032,-12.310958,62.206852
16.220000,64440.264642,-12.301778,62.175560
16.240000,64419.138916,-12.292625,62.144177
16.260000,64398.051827,-12.283499,62.112705
16.280000,64377.003344,-12.274399,62.081143
16.300000,64355.993440,-12.265325,62.049490
16.320000,64335.022086,-12.256278,62.017746
16.340000,64314.089254,-12.247257,61.985911
16.360000,64293.194915,-12.238263,61.953985
16.380000,64272.339041,-12.229295,61.921966
16.400000,64251.521603,-12.220354,61.889855
16.420000,64230.742575,-12.211440,61.857650
16.440000,64210.001927,-12.202552,61.825352
16.460000,64189.299632,-12.193690,61.792960
16.480000,64168.635662,-12.184855,61.760474
16.500000,64148.009989,-12.176047,61.727893
16.520000,64127.422586,-12.167265,61.695216
16.540000,64106.873424,-12.158510,61.662445
16.560000,64086.362477,-12.149780,61.629577
16.580000,64065.889717,-12.141077,61.596614
16.600000,64045.455116,-12.132400,61.563554
16.620000,64025.058648,-12.124078,61.530397
16.640000,64004.700286,-12.115797,61.497144
16.660000,63984.380003,-12.107539,61.463794
16.680000,63964.097775,-12.099303,61.430346
16.700000,63943.853576,-12.091088,61.396801
16.720000,63923.647379,-12.082896,61.363158
16.740000,63903.479158,-12.074726,61.329417
16.760000,63883.348889,-12.066577,61.295578
16.780000,63863.256544,-12.058450,61.261640
16.800000,63843.202100,-12.050345,61.227603
16.820000,63823.185530,-12.042261,61.193467
16.840000,63803.206809,-12.034199,61.159231
16.860000,63783.265912,-12.026158,61.124895
16.880000,63763.362813,-12.018139,61.090458
16.900000,63743.497488,-12.010141,61.055921
16.920000,63723.669910,-12.001873,61.021282
16.940000,63703.880054,-11.993597,60.986541
16.960000,63684.127894,-11.985345,60.951699
16.980000,63664.413405,-11.977117,60.916753
17.000000,63644.736559,-11.968914,60.881704
17.020000,63625.097332,-11.960735,60.846552
17.040000,63605.495698,-11.952580,60.811296
17.060000,63585.931631,-11.944450,60.775935
17.080000,63566.405106,-11.936344,60.740470
17.100000,63546.916096,-11.928262,60.704899
17.120000,63527.464578,-11.920205,60.669223
17.140000,63508.050524,-11.912171,60.633440
17.160000,63488.673911,-11.904161,60.597552
17.180000,63469.334713,-11.896175,60.561557
17.200000,63450.032904,-11.888212,60.525455
17.220000,63430.768460,-11.880273,60.489246
17.240000,63411.541356,-11.872358,60.452929
17.260000,63392.351567,-11.864465,60.416505
17.280000,63373.199069,-11.856596,60.379972
17.300000,63354.083835,-11.848750,60.343331
17.320000,63335.005843,-11.840927,60.306581
17.340000,63315.965067,-11.833127,60.269721
17.360000,63296.961482,-11.825350,60.232752
17.380000,63277.995064,-11.817595,60.195673
17.400000,63259.065790,-11.809863,60.158484
17.420000,63240.173634,-11.802154,60.121184
17.440000,63221.318572,-11.794467,60.083773
17.460000,63202.500581,-11.786802,60.046249
17.480000,63183.719635,-11.779161,60.008614
17.500000,63164.975712,-11.771541,59.970867
17.520000,63146.268786,-11.763986,59.933006
17.540000,63127.598835,-11.756691,59.895032
17.560000,63108.965836,-11.749417,59.856944
17.580000,63090.369765,-11.742163,59.818741
17.600000,63071.810600,-11.734928,59.780424
17.620000,63053.288318,-11.727713,59.741991
17.640000,63034.802896,-11.720517,59.703442
17.660000,63016.354312,-11.713341,59.664778
17.680000,62997.942543,-11.706185,59.625996
17.700000,62979.567567,-11.699049,59.587098
17.720000,62961.229361,-11.691932,59.548082
17.740000,62942.927903,-11.684834,59.508948
17.760000,62924.663171,-11.677756,59.469696
17.780000,62906.435141,-11.670697,59.430325
17.800000,62888.243793,-11.663657,59.390835
17.820000,62870.089105,-11.656636,59.351225
17.840000,62851.971052,-11.649522,59.311496
17.860000,62833.889615,-11.642280,59.271646
17.880000,62815.844769,-11.635059,59.231675
17.900000,62797.836493,-11.627860,59.191583
17.920000,62779.864763,-11.620682,59.151370
17.940000,62761.929557,-11.613524,59.111034
17.960000,62744.030852,-11.606388,59.070576
17.980000,62726.168627,-11.599273,59.029995
18.000000,62708.342858,-11.592179,58.989291
18.020000,62690.553524,-11.585105,58.948463
18.040000,62672.800601,-11.578053,58.907511
18.060000,62655.084069,-11.571021,58.866433
18.080000,62637.403904,-11.564010,58.825231
18.100000,62619.760086,-11.557019,58.783903
18.120000,62602.152591,-11.550049,58.742448
18.140000,62584.581398,-11.543100,58.700867
18.160000,62567.046485,-11.536171,58.659159
18.180000,62549.547831,-11.529263,58.617323
18.200000,62532.085413,-11.522376,58.575359
18.220000,62514.659210,-11.515508,58.533266
18.240000,62497.269200,-11.508661,58.491043
18.260000,62479.915363,-11.501835,58.448691
18.280000,62462.597676,-11.495028,58.406209
18.300000,62445.316118,-11.488242,58.363596
18.320000,62428.070667,-11.481476,58.320852
18.340000,62410.861303,-11.474730,58.277976
18.360000,62393.688004,-11.468005,58.234968
18.380000,62376.550749,-11.461299,58.191828
18.400000,62359.449518,-11.454613,58.148554
18.420000,62342.384288,-11.447947,58.105147
18.440000,62325.355039,-11.441300,58.061605
18.460000,62308.361751,-11.434674,58.017929
18.480000,62291.404402,-11.428067,57.974118
18.500000,62274.482971,-11.421479,57.930171
18.520000,62257.597438,-11.414911,57.886089
18.540000,62240.747783,-11.408363,57.841869
18.560000,62223.933984,-11.401834,57.797513
18.580000,62207.156021,-11.395324,57.753019
18.600000,62190.413873,-11.388833,57.708387
18.620000,62173.707522,-11.382362,57.663616
18.640000,62157.036944,-11.375910,57.618707
18.660000,62140.402122,-11.369476,57.573658
18.680000,62123.803034,-11.363062,57.528468
18.700000,62107.239660,-11.356667,57.483138
18.720000,62090.711981,-11.350291,57.437667
18.740000,62074.219975,-11.343934,57.392054
18.760000,62057.763624,-11.337595,57.346298
18.780000,62041.342907,-11.331275,57.300400
18.800000,62024.957804,-11.324975,57.254358
18.820000,62008.608296,-11.318858,57.208172
18.840000,61992.294363,-11.312798,57.161842
18.860000,61976.015986,-11.306755,57.115367
18.880000,61959.773147,-11.300728,57.068745
18.900000,61943.565825,-11.294718,57.021978
18.920000,61927.394004,-11.288725,56.975064
18.940000,61911.257663,-11.282748,56.928002
18.960000,61895.156784,-11.276788,56.880793
18.980000,61879.091348,-11.270844,56.833435
19.000000,61863.061336,-11.264916,56.785927
19.020000,61847.066730,-11.259005,56.738271
19.040000,61831.107511,-11.253110,56.690464
19.060000,61815.183661,-11.247232,56.642506
19.080000,61799.295161,-11.241369,56.594397
19.100000,61783.441993,-11.235523,56.546136
19.120000,61767.624139,-11.229693,56.497722
19.140000,61751.841579,-11.223866,56.449156
19.160000,61736.094296,-11.217880,56.400435
19.180000,61720.382271,-11.211912,56.351561
19.200000,61704.705485,-11.205961,56.302532
19.220000,61689.063920,-11.200029,56.253347
19.240000,61673.457556,-11.194114,56.204006
19.260000,61657.886376,-11.188216,56.154509
19.280000,61642.350361,-11.182337,56.104855
19.300000,61626.849491,-11.176475,56.055043
19.320000,61611.383750,-11.170630,56.005072
19.340000,61595.953118,-11.164803,55.954943
19.360000,61580.557577,-11.158993,55.904654
19.380000,61565.197109,-11.153201,55.854204
19.400000,61549.871695,-11.147426,55.803594
19.420000,61534.581318,-11.141668,55.752822
19.440000,61519.325960,-11.135928,55.701889
19.460000,61504.105601,-11.130204,55.650792
19.480000,61488.920226,-11.124498,55.599533
19.500000,61473.769814,-11.118809,55.548109
19.520000,61458.654349,-11.113137,55.496521
19.540000,61443.573813,-11.107482,55.444767
19.560000,61428.528188,-11.101844,55.392848
19.580000,61413.517456,-11.096223,55.340762
19.600000,61398.541600,-11.090619,55.288509
19.620000,61383.600601,-11.085032,55.236088
19.640000,61368.694443,-11.079462,55.183498
19.660000,61353.823108,-11.073908,55.130739
19.680000,61338.986579,-11.068371,55.077811
19.700000,61324.184837,-11.062851,55.024712
19.720000,61309.417866,-11.057347,54.971442
19.740000,61294.685649,-11.051860,54.918001
19.760000,61279.988167,-11.046389,54.864387
19.780000,61265.325405,-11.040935,54.810599
19.800000,61250.697344,-11.035498,54.756639
19.820000,61236.103968,-11.030077,54.702503
19.840000,61221.545260,-11.024672,54.648193
19.860000,61207.021202,-11.019283,54.593707
19.880000,61192.531778,-11.013911,54.539044
19.900000,61178.076971,-11.008555,54.484205
19.920000,61163.656764,-11.003215,54.429187
19.940000,61149.271140,-10.997891,54.373991
19.960000,61134.920083,-10.992584,54.318616
19.980000,61120.603576,-10.987292,54.263061
20.000000,61106.321602,-10.982016,54.207326
20.020000,61092.074144,-10.976757,54.151409
20.040000,61077.861186,-10.971513,54.095311
20.060000,61063.682712,-10.966285,54.039030
20.080000,61049.538706,-10.961073,53.982565
20.100000,61035.429150,-10.955876,53.925917
20.120000,61021.354028,-10.950696,53.869083
20.140000,61007.313325,-10.945531,53.812064
20.160000,60993.307024,-10.940382,53.754859
20.180000,60979.335108,-10.935248,53.697467
20.200000,60965.397562,-10.930130,53.639888
20.220000,60951.494370,-10.925027,53.582120
20.240000,60937.625515,-10.919940,53.524163
20.260000,60923.790981,-10.914869,53.466016
20.280000,60909.990753,-10.909813,53.407678
20.300000,60896.224815,-10.904772,53.349149
20.320000,60882.493151,-10.899747,53.290428
20.340000,60868.795744,-10.894737,53.231514
20.360000,60855.132580,-10.889742,53.172407
20.380000,60841.503643,-10.884762,53.113105
20.400000,60827.908917,-10.879798,53.053608
20.420000,60814.348385,-10.874849,52.993915
20.440000,60800.822034,-10.869915,52.934026
20.460000,60787.329847,-10.864996,52.873939
20.480000,60773.871809,-10.860092,52.813655
20.500000,60760.447904,-10.855202,52.753171
20.520000,60747.058117,-10.850328,52.692488
20.540000,60733.702433,-10.845473,52.631604
20.560000,60720.380836,-10.840758,52.570519
20.580000,60707.093313,-10.836056,52.509232
20.600000,60693.839846,-10.831368,52.447742
20.620000,60680.620423,-10.826693,52.386049
20.640000,60667.435029,-10.822032,52.324151
20.660000,60654.283648,-10.817384,52.262049
20.680000,60641.166267,-10.812749,52.199740
20.700000,60628.082870,-10.808128,52.137225
20.720000,60615.033443,-10.803520,52.074502
20.740000,60602.017971,-10.798925,52.011571
20.760000,60589.036441,-10.794343,51.948430
20.780000,60576.088838,-10.789774,51.885080
20.800000,60563.175147,-10.785219,51.821519
20.820000,60550.295354,-10.780676,51.757747
20.840000,60537.449445,-10.776147,51.693762
20.860000,60524.637405,-10.771631,51.629564
20.880000,60511.859221,-10.767127,51.565152
20.900000,60499.114878,-10.762637,51.500525
20.920000,60486.404362,-10.758088,51.435683
20.940000,60473.727659,-10.753507,51.370624
20.960000,60461.084755,-10.748941,51.305347
20.980000,60448.475634,-10.744389,51.239853
21.000000,60435.900283,-10.739851,51.174139
21.020000,60423.358688,-10.735328,51.108206
21.040000,60410.850834,-10.730818,51.042051
21.060000,60398.376707,-10.726322,50.975676
21.080000,60385.936293,-10.721840,50.909077
21.100000,60373.529578,-10.717372,50.842256
21.120000,60361.156547,-10.712918,50.775210
21.140000,60348.817188,-10.708477,50.707939
21.160000,60336.511485,-10.704051,50.640442
21.180000,60324.239426,-10.699638,50.572719
21.200000,60312.000995,-10.695239,50.504768
21.220000,60299.796180,-10.690854,50.436588
21.240000,60287.624966,-10.686482,50.368179
21.260000,60275.487340,-10.682124,50.299540
21.280000,60263.383288,-10.677779,50.230669
21.300000,60251.312796,-10.673448,50.161567
21.320000,60239.275852,-10.669131,50.092232
21.340000,60227.272440,-10.664827,50.022662
21.360000,60215.302548,-10.660537,49.952859
21.380000,60203.366162,-10.656260,49.882819
21.400000,60191.463269,-10.651996,49.812543
21.420000,60179.593856,-10.647745,49.742030
21.440000,60167.757908,-10.643508,49.671279
21.460000,60155.955413,-10.639284,49.600288
21.480000,60144.186358,-10.635074,49.529057
21.500000,60132.450728,-10.630876,49.457586
21.520000,60120.748512,-10.626692,49.385872
21.540000,60109.079695,-10.622521,49.313916
21.560000,60097.444266,-10.618363,49.241715
21.580000,60085.842210,-10.614218,49.169271
21.600000,60074.273514,-10.610086,49.096580
21.620000,60062.738166,-10.605967,49.023643
21.640000,60051.236153,-10.601861,48.950459
21.660000,60039.767461,-10.597768,48.877027
21.680000,60028.332079,-10.593687,48.803345
21.700000,60016.929992,-10.589620,48.729412
21.720000,60005.561189,-10.585561,48.655229
21.740000,59994.937056,-10.581494,48.580794
21.760000,59985.027223,-10.577307,48.506104
21.780000,59975.146538,-10.573137,48.431156
21.800000,59965.294991,-10.568989,48.355942
21.820000,59955.472569,-10.564866,48.280451
21.840000,59945.679263,-10.560771,48.204675
21.860000,59935.915059,-10.556706,48.128608
21.880000,59926.179948,-10.552672,48.052245
21.900000,59916.473918,-10.548669,47.975583
21.920000,59906.796957,-10.544698,47.898618
21.940000,59897.149056,-10.540760,47.821348
21.960000,59887.530202,-10.536855,47.743772
21.980000,59877.940387,-10.532982,47.665886
22.000000,59868.379597,-10.529141,47.587690
22.020000,59858.847824,-10.525331,47.509185
22.040000,59849.345057,-10.521550,47.430372
22.060000,59839.871285,-10.517797,47.351254
22.080000,59830.426498,-10.514111,47.271834
22.100000,59821.010685,-10.510487,47.192115
22.120000,59811.623837,-10.506883,47.112101
22.140000,59802.265944,-10.503297,47.031795
22.160000,59792.936996,-10.499727,46.951203
22.180000,59783.636983,-10.496170,46.870328
22.200000,59774.365895,-10.492623,46.789176
22.220000,59765.123723,-10.489085,46.707749
22.240000,59755.910457,-10.485554,46.626054
22.260000,59746.726086,-10.482027,46.544093
22.280000,59737.570602,-10.478502,46.461870
22.300000,59728.443994,-10.474978,46.379388
22.320000,59719.346254,-10.471454,46.296650
22.340000,59710.277370,-10.467929,46.213657
22.360000,59701.237334,-10.464401,46.130412
22.380000,59692.226135,-10.460870,46.046915
22.400000,59683.243765,-10.457337,45.963167
22.420000,59674.290213,-10.453800,45.879167
22.440000,59665.365469,-10.450260,45.794914
22.460000,59656.469524,-10.446717,45.710406
22.480000,59647.602368,-10.443173,45.625642
22.500000,59638.763992,-10.439561,45.540619
22.520000,59629.954384,-10.435946,45.455333
22.540000,59621.173536,-10.432333,45.369782
22.560000,59612.421437,-10.428725,45.283961
22.580000,59603.698078,-10.425121,45.197866
22.600000,59595.003448,-10.421523,45.111492
22.620000,59586.337537,-10.417934,45.024836
22.640000,59577.700337,-10.414354,44.937893
22.660000,59569.091836,-10.410785,44.850657
22.680000,59560.512025,-10.407228,44.763125
22.700000,59551.960894,-10.403685,44.675292
22.720000,59543.438434,-10.400156,44.587153
22.740000,59534.944634,-10.396644,44.498704
22.760000,59526.479486,-10.393149,44.409942
22.780000,59518.042978,-10.389671,44.320863
22.800000,59509.635103,-10.386212,44.231464
22.820000,59501.255849,-10.382772,44.141741
22.840000,59492.905209,-10.379352,44.051692
22.860000,59484.583172,-10.375951,43.961316
22.880000,59476.289729,-10.372570,43.870610
22.900000,59468.024870,-10.369209,43.779572
22.920000,59459.788587,-10.365868,43.688203
22.940000,59451.580870,-10.362545,43.596500
22.960000,59443.401710,-10.359242,43.504464
22.980000,59435.251098,-10.355957,43.412094
23.000000,59427.129025,-10.352689,43.319391
23.020000,59419.035482,-10.349439,43.226356
23.040000,59410.970460,-10.346204,43.132988
23.060000,59402.933950,-10.342985,43.039289
23.080000,59394.925942,-10.339780,42.945261
23.100000,59386.946430,-10.336588,42.850903
23.120000,59378.995402,-10.333409,42.756218
23.140000,59371.072852,-10.330241,42.661206
23.160000,59363.178769,-10.327084,42.565869
23.180000,59355.313146,-10.323937,42.470208
23.200000,59347.475973,-10.320799,42.374225
23.220000,59339.667242,-10.317668,42.277919
23.240000,59331.886945,-10.314545,42.181294
23.260000,59324.135072,-10.311429,42.084348
23.280000,59316.411616,-10.308318,41.987083
23.300000,59308.716567,-10.305214,41.889499
23.320000,59301.049917,-10.302114,41.791597
23.340000,59293.411658,-10.299020,41.693376
23.360000,59285.801781,-10.295930,41.594835
23.380000,59278.220277,-10.292844,41.495976
23.400000,59270.667138,-10.289764,41.396796
23.420000,59263.142355,-10.286688,41.297295
23.440000,59255.645921,-10.283616,41.197472
23.460000,59248.177826,-10.280550,41.097325
23.480000,59240.738062,-10.277488,40.996853
23.500000,59233.326621,-10.274433,40.896053
23.520000,59225.943494,-10.271383,40.794925
23.540000,59218.588672,-10.268340,40.693465
23.560000,59211.262148,-10.265304,40.591671
23.580000,59203.963914,-10.262275,40.489542
23.600000,59196.693960,-10.259254,40.387075
23.620000,59189.452278,-10.256242,40.284267
23.640000,59182.238860,-10.253238,40.181115
23.660000,59175.053698,-10.250245,40.077618
23.680000,59167.896784,-10.247261,39.973773
23.700000,59160.768109,-10.244288,39.869577
23.720000,59153.667665,-10.241326,39.765027
23.740000,59146.595445,-10.238376,39.660123
23.760000,59139.551439,-10.235438,39.554860
23.780000,59132.535639,-10.232512,39.449238
23.800000,59125.548039,-10.229598,39.343253
23.820000,59118.588629,-10.226698,39.236905
23.840000,59111.657402,-10.223810,39.130191
23.860000,59104.754349,-10.220935,39.023110
23.880000,59097.879464,-10.218074,38.915660
23.900000,59091.032737,-10.215226,38.807840
23.920000,59084.214161,-10.212392,38.699649
23.940000,59077.423728,-10.209570,38.591086
23.960000,59070.661431,-10.206762,38.482149
23.980000,59063.927262,-10.203967,38.372838
24.000000,59057.221213,-10.201184,38.263152
24.020000,59050.543276,-10.198414,38.153091
24.040000,59043.893443,-10.195656,38.042655
24.060000,59037.271708,-10.192911,37.931843
24.080000,59030.678063,-10.190177,37.820654
24.100000,59024.112499,-10.187454,37.709090
24.120000,59017.575010,-10.184743,37.597149
24.140000,59011.065588,-10.182042,37.484831
24.160000,59004.584226,-10.179351,37.372138
24.180000,58998.130915,-10.176671,37.259068
24.200000,58991.705650,-10.174000,37.145621
24.220000,58985.308422,-10.171338,37.031799
24.240000,58978.939224,-10.168685,36.917600
24.260000,58972.598049,-10.166041,36.803026
24.280000,58966.284889,-10.163405,36.688075
24.300000,58959.999738,-10.160777,36.572748
24.320000,58953.742588,-10.158175,36.457045
24.340000,58947.513431,-10.155596,36.340965
24.360000,58941.312261,-10.153025,36.224509
24.380000,58935.139071,-10.150460,36.107676
24.400000,58928.993854,-10.147901,35.990466
24.420000,58922.876602,-10.145349,35.872878
24.440000,58916.787308,-10.142803,35.754912
24.460000,58910.725966,-10.140264,35.636567
24.480000,58904.692568,-10.137730,35.517842
24.500000,58898.687108,-10.135203,35.398737
24.520000,58892.709578,-10.132682,35.279251
24.540000,58886.759972,-10.130167,35.159383
24.560000,58880.838283,-10.127659,35.039132
24.580000,58874.944503,-10.125157,34.918497
24.600000,58869.078626,-10.122662,34.797477
24.620000,58863.240645,-10.120174,34.676070
24.640000,58857.430554,-10.117693,34.554276
24.660000,58851.648344,-10.115219,34.432093
24.680000,58845.894010,-10.112752,34.309521
24.700000,58840.167545,-10.110292,34.186557
24.720000,58834.468941,-10.107841,34.063200
24.740000,58828.798193,-10.105397,33.939450
24.760000,58823.155293,-10.102961,33.815305
24.780000,58817.540234,-10.100533,33.690763
24.800000,58811.953011,-10.098114,33.565824
24.820000,58806.393616,-10.095703,33.440485
24.840000,58800.862042,-10.093301,33.314747
24.860000,58795.358284,-10.090881,33.188608
24.880000,58789.882334,-10.088471,33.062066
24.900000,58784.434186,-10.086070,32.935121
24.920000,58779.013832,-10.083679,32.807772
24.940000,58773.621268,-10.081297,32.680017
24.960000,58768.256485,-10.078926,32.551856
24.980000,58762.919478,-10.076564,32.423288
25.000000,58757.610240,-10.074212,32.294312
25.020000,58752.328764,-10.071870,32.164928
25.040000,58747.075044,-10.069538,32.035134
25.060000,58741.849074,-10.067216,31.904931
25.080000,58736.650847,-10.064904,31.774318
25.100000,58731.480356,-10.062602,31.643294
25.120000,58726.337596,-10.060309,31.511859
25.140000,58721.222561,-10.058026,31.380013
25.160000,58716.135243,-10.055753,31.247755
25.180000,58711.075636,-10.053489,31.115085
25.200000,58706.043735,-10.051234,30.982003
25.220000,58701.039534,-10.048989,30.848509
25.240000,58696.063025,-10.046753,30.714604
25.260000,58691.114203,-10.044525,30.580286
25.280000,58686.193061,-10.042307,30.445555
25.300000,58681.299594,-10.040098,30.310413
25.320000,58676.433795,-10.037896,30.174859
25.340000,58671.595659,-10.035704,30.038893
25.360000,58666.785179,-10.033520,29.902515
25.380000,58662.002350,-10.031343,29.765726
25.400000,58657.247164,-10.029175,29.628525
25.420000,58652.519617,-10.027015,29.490913
25.440000,58647.819703,-10.024863,29.352889
25.460000,58643.147415,-10.022718,29.214455
25.480000,58638.502747,-10.020581,29.075610
25.500000,58633.885694,-10.018451,28.936354
25.520000,58629.296250,-10.016329,28.796687
25.540000,58624.734409,-10.014213,28.656611
