0.0100,0.6260
0.0200,0.5610
0.0300,0.5280
0.0400,0.5070
0.0500,0.4920
0.0600,0.4810
0.0700,0.4710
0.0800,0.4630
0.0900,0.4590
0.1000,0.4580
0.1100,0.4580
0.1200,0.4570
0.1300,0.4570
0.1400,0.4570
0.1500,0.4570
0.1600,0.4570
0.1700,0.4570
0.1800,0.4560
0.1900,0.4560
0.2000,0.4560
0.2100,0.4560
0.2200,0.4560
0.2300,0.4550
0.2400,0.4550
0.2500,0.4550
0.2600,0.4550
0.2700,0.4550
0.2800,0.4540
0.2900,0.4540
0.3000,0.4540
0.3100,0.4540
0.3200,0.4530
0.3300,0.4530
0.3400,0.4530
0.3500,0.4530
0.3600,0.4530
0.3700,0.4520
0.3800,0.4520
0.3900,0.4520
0.4000,0.4520
0.4100,0.4510
0.4200,0.4510
0.4300,0.4510
0.4400,0.4500
0.4500,0.4500
0.4600,0.4500
0.4700,0.4500
0.4800,0.4490
0.4900,0.4490
0.5000,0.4490
0.5100,0.4490
0.5200,0.4480
0.5300,0.4480
0.5400,0.4480
0.5500,0.4470
0.5600,0.4470
0.5700,0.4470
0.5800,0.4460
0.5900,0.4460
0.6000,0.4460
0.6100,0.4460
0.6200,0.4470
0.6300,0.4480
0.6400,0.4480
0.6500,0.4490
0.6600,0.4500
0.6700,0.4500
0.6800,0.4510
0.6900,0.4520
0.7000,0.4530
0.7100,0.4530
0.7200,0.4540
0.7300,0.4550
0.7400,0.4580
0.7500,0.4680
0.7600,0.4780
0.7700,0.4890
0.7800,0.5000
0.7900,0.5110
0.8000,0.5230
0.8100,0.5380
0.8200,0.5540
0.8300,0.5770
0.8400,0.6020
0.8500,0.6280
0.8600,0.6560
0.8700,0.6840
0.8800,0.7130
0.8900,0.7490
0.9000,0.7990
0.9100,0.8580
0.9200,0.9200
0.9300,0.9850
0.9400,1.0550
0.9500,1.1330
0.9600,1.2160
0.9700,1.3070
0.9800,1.3800
0.9900,1.4400
