# Time (s), Altitude AGL (m), Vz (m/s)
22.150000,2823.824528,59.451921
22.160000,2824.418534,59.349360
22.170000,2825.011515,59.246813
22.180000,2825.603471,59.144281
22.190000,2826.194401,59.041763
22.200000,2826.784306,58.939259
22.210000,2827.373186,58.836770
22.220000,2827.961041,58.734295
22.230000,2828.547872,58.631835
22.240000,2829.133678,58.529388
22.250000,2829.718460,58.426956
22.260000,2830.302217,58.324538
22.270000,2830.884951,58.222134
22.280000,2831.466660,58.119745
22.290000,2832.047346,58.017369
22.300000,2832.627007,57.915008
22.310000,2833.205646,57.812660
22.320000,2833.783261,57.710327
22.330000,2834.359853,57.608008
22.340000,2834.935421,57.505703
22.350000,2835.509967,57.403411
22.360000,2836.083489,57.301134
22.370000,2836.655989,57.198870
22.380000,2837.227467,57.096621
22.390000,2837.797922,56.994385
22.400000,2838.367355,56.892163
22.410000,2838.935765,56.789955
22.420000,2839.503154,56.687761
22.430000,2840.069521,56.585580
22.440000,2840.634866,56.483413
22.450000,2841.199189,56.381260
22.460000,2841.762491,56.279121
22.470000,2842.324772,56.176996
22.480000,2842.886031,56.074884
22.490000,2843.446270,55.972786
22.500000,2844.005487,55.870702
22.510000,2844.563684,55.768631
22.520000,2845.120860,55.666574
22.530000,2845.677015,55.564531
22.540000,2846.232151,55.462501
22.550000,2846.786266,55.360485
22.560000,2847.339360,55.258483
22.570000,2847.891435,55.156494
22.580000,2848.442490,55.054519
22.590000,2848.992526,54.952558
22.600000,2849.541542,54.850610
22.610000,2850.089538,54.748676
22.620000,2850.636515,54.646756
22.630000,2851.182473,54.544849
22.640000,2851.727412,54.442955
22.650000,2852.271333,54.341075
22.660000,2852.814234,54.239209
22.670000,2853.356117,54.137356
22.680000,2853.896981,54.035517
22.690000,2854.436827,53.933691
22.700000,2854.975655,53.831879
22.710000,2855.513465,53.730080
22.720000,2856.050257,53.628294
22.730000,2856.586031,53.526522
22.740000,2857.120787,53.424764
22.750000,2857.654526,53.323019
22.760000,2858.187248,53.221287
22.770000,2858.718952,53.119569
22.780000,2859.249639,53.017864
22.790000,2859.779309,52.916172
22.800000,2860.307962,52.814493
22.810000,2860.835599,52.712828
22.820000,2861.362219,52.611176
22.830000,2861.887822,52.509537
22.840000,2862.412409,52.407912
22.850000,2862.935980,52.306299
22.860000,2863.458535,52.204700
22.870000,2863.980074,52.103114
22.880000,2864.500597,52.001541
22.890000,2865.020105,51.899981
22.900000,2865.538597,51.798434
22.910000,2866.056074,51.696900
22.920000,2866.572535,51.595379
22.930000,2867.087981,51.493871
22.940000,2867.602412,51.392376
22.950000,2868.115829,51.290894
22.960000,2868.628230,51.189425
22.970000,2869.139617,51.087968
22.980000,2869.649989,50.986524
22.990000,2870.159347,50.885094
23.000000,2870.667691,50.783676
23.010000,2871.175021,50.682270
23.020000,2871.681336,50.580877
23.030000,2872.186638,50.479497
23.040000,2872.690926,50.378130
23.050000,2873.194201,50.276775
23.060000,2873.696462,50.175433
23.070000,2874.197710,50.074103
23.080000,2874.697944,49.972786
23.090000,2875.197165,49.871482
23.100000,2875.695374,49.770190
23.110000,2876.192569,49.668910
23.120000,2876.688752,49.567643
23.130000,2877.183922,49.466388
23.140000,2877.678080,49.365146
23.150000,2878.171225,49.263915
23.160000,2878.663358,49.162698
23.170000,2879.154479,49.061492
23.180000,2879.644588,48.960299
23.190000,2880.133685,48.859118
23.200000,2880.621770,48.757949
23.210000,2881.108844,48.656793
23.220000,2881.594906,48.555648
23.230000,2882.079957,48.454516
23.240000,2882.563997,48.353396
23.250000,2883.047025,48.252288
23.260000,2883.529043,48.151193
23.270000,2884.010049,48.050109
23.280000,2884.490045,47.949037
23.290000,2884.969030,47.847978
23.300000,2885.447005,47.746931
23.310000,2885.923969,47.645895
23.320000,2886.399923,47.544872
23.330000,2886.874867,47.443861
23.340000,2887.348800,47.342861
23.350000,2887.821724,47.241874
23.360000,2888.293638,47.140899
23.370000,2888.764542,47.039935
23.380000,2889.234437,46.938984
23.390000,2889.703322,46.838044
23.400000,2890.171198,46.737116
23.410000,2890.638064,46.636200
23.420000,2891.103922,46.535296
23.430000,2891.568770,46.434404
23.440000,2892.032610,46.333524
23.450000,2892.495441,46.232655
23.460000,2892.957263,46.131799
23.470000,2893.418077,46.030954
23.480000,2893.877882,45.930121
23.490000,2894.336680,45.829300
23.500000,2894.794469,45.728490
23.510000,2895.251249,45.627692
23.520000,2895.707022,45.526906
23.530000,2896.161788,45.426131
23.540000,2896.615545,45.325369
23.550000,2897.068295,45.224617
23.560000,2897.520037,45.123878
23.570000,2897.970773,45.023150
23.580000,2898.420500,44.922433
23.590000,2898.869221,44.821728
23.600000,2899.316935,44.721035
23.610000,2899.763642,44.620353
23.620000,2900.209342,44.519683
23.630000,2900.654036,44.419024
23.640000,2901.097722,44.318376
23.650000,2901.540403,44.217740
23.660000,2901.982077,44.117115
23.670000,2902.422745,44.016501
23.680000,2902.862407,43.915899
23.690000,2903.301063,43.815308
23.700000,2903.738713,43.714729
23.710000,2904.175358,43.614160
23.720000,2904.610996,43.513603
23.730000,2905.045630,43.413058
23.740000,2905.479258,43.312523
23.750000,2905.911880,43.211999
23.760000,2906.343497,43.111487
23.770000,2906.774110,43.010986
23.780000,2907.203717,42.910496
23.790000,2907.632320,42.810017
23.800000,2908.059917,42.709549
23.810000,2908.486511,42.609092
23.820000,2908.912099,42.508646
23.830000,2909.336684,42.408211
23.840000,2909.760264,42.307787
23.850000,2910.182839,42.207374
23.860000,2910.604411,42.106972
23.870000,2911.024979,42.006581
23.880000,2911.444543,41.906201
23.890000,2911.863103,41.805832
23.900000,2912.280659,41.705473
23.910000,2912.697212,41.605125
23.920000,2913.112762,41.504788
23.930000,2913.527308,41.404462
23.940000,2913.940851,41.304147
23.950000,2914.353391,41.203842
23.960000,2914.764928,41.103548
23.970000,2915.175462,41.003265
23.980000,2915.584993,40.902993
23.990000,2915.993522,40.802731
24.000000,2916.401048,40.702479
24.010000,2916.807572,40.602239
24.020000,2917.213093,40.502008
24.030000,2917.617612,40.401789
24.040000,2918.021129,40.301580
24.050000,2918.423644,40.201381
24.060000,2918.825156,40.101193
24.070000,2919.225667,40.001016
24.080000,2919.625177,39.900849
24.090000,2920.023684,39.800692
24.100000,2920.421191,39.700546
24.110000,2920.817695,39.600410
24.120000,2921.213199,39.500284
24.130000,2921.607701,39.400169
24.140000,2922.001202,39.300064
24.150000,2922.393702,39.199970
24.160000,2922.785202,39.099886
24.170000,2923.175700,38.999812
24.180000,2923.565198,38.899748
24.190000,2923.953695,38.799695
24.200000,2924.341192,38.699652
24.210000,2924.727688,38.599619
24.220000,2925.113184,38.499597
24.230000,2925.497680,38.399584
24.240000,2925.881176,38.299582
24.250000,2926.263672,38.199590
24.260000,2926.645168,38.099608
24.270000,2927.025664,37.999636
24.280000,2927.405161,37.899674
24.290000,2927.783658,37.799722
24.300000,2928.161155,37.699780
24.310000,2928.537653,37.599848
24.320000,2928.913152,37.499927
24.330000,2929.287652,37.400015
24.340000,2929.661152,37.300113
24.350000,2930.033654,37.200221
24.360000,2930.405157,37.100338
24.370000,2930.775661,37.000466
24.380000,2931.145166,36.900603
24.390000,2931.513673,36.800750
24.400000,2931.881181,36.700907
24.410000,2932.247691,36.601074
24.420000,2932.613203,36.501250
24.430000,2932.977716,36.401436
24.440000,2933.341231,36.301631
24.450000,2933.703749,36.201837
24.460000,2934.065268,36.102051
24.470000,2934.425790,36.002276
24.480000,2934.785314,35.902510
24.490000,2935.143840,35.802753
24.500000,2935.501369,35.703006
24.510000,2935.857900,35.603268
24.520000,2936.213434,35.503540
24.530000,2936.567971,35.403821
24.540000,2936.921511,35.304112
24.550000,2937.274053,35.204412
24.560000,2937.625599,35.104722
24.570000,2937.976148,35.005041
24.580000,2938.325700,34.905369
24.590000,2938.674255,34.805707
24.600000,2939.021814,34.706054
24.610000,2939.368376,34.606411
24.620000,2939.713942,34.506776
24.630000,2940.058512,34.407151
24.640000,2940.402085,34.307536
24.650000,2940.744663,34.207929
24.660000,2941.086244,34.108332
24.670000,2941.426829,34.008744
24.680000,2941.766419,33.909165
24.690000,2942.105013,33.809596
24.700000,2942.442611,33.710035
24.710000,2942.779214,33.610484
24.720000,2943.114821,33.510942
24.730000,2943.449433,33.411409
24.740000,2943.783049,33.311886
24.750000,2944.115670,33.212371
24.760000,2944.447296,33.112866
24.770000,2944.777928,33.013369
24.780000,2945.107564,32.913882
24.790000,2945.436205,32.814404
24.800000,2945.763852,32.714934
24.810000,2946.090504,32.615474
24.820000,2946.416162,32.516023
24.830000,2946.740825,32.416581
24.840000,2947.064493,32.317148
24.850000,2947.387168,32.217723
24.860000,2947.708848,32.118308
24.870000,2948.029534,32.018902
24.880000,2948.349226,31.919504
24.890000,2948.667924,31.820116
24.900000,2948.985628,31.720736
24.910000,2949.302339,31.621365
24.920000,2949.618056,31.522003
24.930000,2949.932779,31.422650
24.940000,2950.246509,31.323306
24.950000,2950.559245,31.223970
24.960000,2950.870988,31.124643
24.970000,2951.181738,31.025325
24.980000,2951.491494,30.926016
24.990000,2951.800258,30.826715
25.000000,2952.108029,30.727424
25.010000,2952.414807,30.628141
25.020000,2952.720592,30.528866
25.030000,2953.025384,30.429600
25.040000,2953.329184,30.330343
25.050000,2953.631991,30.231095
25.060000,2953.933806,30.131855
25.070000,2954.234628,30.032624
25.080000,2954.534458,29.933401
25.090000,2954.833296,29.834187
25.100000,2955.131142,29.734982
25.110000,2955.427996,29.635785
25.120000,2955.723858,29.536596
25.130000,2956.018728,29.437416
25.140000,2956.312606,29.338245
25.150000,2956.605492,29.239082
25.160000,2956.897388,29.139927
25.170000,2957.188291,29.040781
25.180000,2957.478203,28.941643
25.190000,2957.767124,28.842514
25.200000,2958.055053,28.743393
25.210000,2958.341992,28.644280
25.220000,2958.627939,28.545176
25.230000,2958.912895,28.446080
25.240000,2959.196861,28.346992
25.250000,2959.479835,28.247912
25.260000,2959.761819,28.148841
25.270000,2960.042812,28.049778
25.280000,2960.322815,27.950723
25.290000,2960.601827,27.851677
25.300000,2960.879848,27.752638
25.310000,2961.156879,27.653608
25.320000,2961.432920,27.554586
25.330000,2961.707971,27.455572
25.340000,2961.982032,27.356566
25.350000,2962.255103,27.257568
25.360000,2962.527183,27.158579
25.370000,2962.798274,27.059597
25.380000,2963.068375,26.960623
25.390000,2963.337487,26.861657
25.400000,2963.605608,26.762700
25.410000,2963.872741,26.663750
25.420000,2964.138883,26.564808
25.430000,2964.404037,26.465874
25.440000,2964.668201,26.366948
25.450000,2964.931376,26.268030
25.460000,2965.193562,26.169119
25.470000,2965.454758,26.070217
25.480000,2965.714966,25.971322
25.490000,2965.974185,25.872435
25.500000,2966.232415,25.773556
25.510000,2966.489656,25.674685
25.520000,2966.745908,25.575821
25.530000,2967.001172,25.476965
25.540000,2967.255448,25.378117
25.550000,2967.508735,25.279277
25.560000,2967.761033,25.180444
25.570000,2968.012344,25.081619
25.580000,2968.262666,24.982801
25.590000,2968.512000,24.883991
25.600000,2968.760346,24.785188
25.610000,2969.007704,24.686394
25.620000,2969.254074,24.587606
25.630000,2969.499456,24.488826
25.640000,2969.743850,24.390054
25.650000,2969.987257,24.291289
25.660000,2970.229676,24.192532
25.670000,2970.471108,24.093782
25.680000,2970.711552,23.995039
25.690000,2970.951008,23.896304
25.700000,2971.189478,23.797576
25.710000,2971.426960,23.698856
25.720000,2971.663455,23.600143
25.730000,2971.898963,23.501437
25.740000,2972.133484,23.402739
25.750000,2972.367018,23.304047
25.760000,2972.599565,23.205363
25.770000,2972.831125,23.106687
25.780000,2973.061698,23.008017
25.790000,2973.291285,22.909355
25.800000,2973.519886,22.810700
25.810000,2973.747499,22.712052
25.820000,2973.974127,22.613412
25.830000,2974.199768,22.514778
25.840000,2974.424422,22.416151
25.850000,2974.648091,22.317532
25.860000,2974.870773,22.218920
25.870000,2975.092469,22.120314
25.880000,2975.313179,22.021716
25.890000,2975.532903,21.923125
25.900000,2975.751642,21.824541
25.910000,2975.969394,21.725963
25.920000,2976.186161,21.627393
25.930000,2976.401942,21.528830
25.940000,2976.616738,21.430273
25.950000,2976.830548,21.331724
25.960000,2977.043372,21.233181
25.970000,2977.255211,21.134645
25.980000,2977.466065,21.036116
25.990000,2977.675934,20.937594
26.000000,2977.884817,20.839078
26.010000,2978.092715,20.740570
26.020000,2978.299628,20.642068
26.030000,2978.505557,20.543573
26.040000,2978.710500,20.445084
26.050000,2978.914458,20.346603
26.060000,2979.117432,20.248128
26.070000,2979.319421,20.149659
26.080000,2979.520425,20.051197
26.090000,2979.720445,19.952742
26.100000,2979.919480,19.854294
26.110000,2980.117531,19.755852
26.120000,2980.314597,19.657416
26.130000,2980.510679,19.558988
26.140000,2980.705777,19.460565
26.150000,2980.899890,19.362149
26.160000,2981.093020,19.263740
26.170000,2981.285165,19.165337
26.180000,2981.476327,19.066941
26.190000,2981.666504,18.968551
26.200000,2981.855698,18.870167
26.210000,2982.043907,18.771790
26.220000,2982.231133,18.673419
26.230000,2982.417376,18.575055
26.240000,2982.602635,18.476696
26.250000,2982.786910,18.378345
26.260000,2982.970201,18.279999
26.270000,2983.152510,18.181660
26.280000,2983.333835,18.083327
26.290000,2983.514176,17.985000
26.300000,2983.693535,17.886679
26.310000,2983.871910,17.788365
26.320000,2984.049302,17.690057
26.330000,2984.225711,17.591754
26.340000,2984.401137,17.493458
26.350000,2984.575580,17.395169
26.360000,2984.749041,17.296885
26.370000,2984.921518,17.198607
26.380000,2985.093013,17.100335
26.390000,2985.263525,17.002070
26.400000,2985.433054,16.903810
26.410000,2985.601601,16.805557
26.420000,2985.769165,16.707309
26.430000,2985.935747,16.609067
26.440000,2986.101346,16.510832
26.450000,2986.265964,16.412602
26.460000,2986.429598,16.314378
26.470000,2986.592251,16.216160
26.480000,2986.753922,16.117948
26.490000,2986.914610,16.019742
26.500000,2987.074316,15.921541
26.510000,2987.233041,15.823346
26.520000,2987.390783,15.725157
26.530000,2987.547544,15.626974
26.540000,2987.703323,15.528797
26.550000,2987.858120,15.430625
26.560000,2988.011935,15.332459
26.570000,2988.164769,15.234299
26.580000,2988.316622,15.136145
26.590000,2988.467492,15.037996
26.600000,2988.617382,14.939852
26.610000,2988.766289,14.841715
26.620000,2988.914216,14.743583
26.630000,2989.061161,14.645456
26.640000,2989.207125,14.547335
26.650000,2989.352108,14.449220
26.660000,2989.496110,14.351110
26.670000,2989.639131,14.253006
26.680000,2989.781170,14.154907
26.690000,2989.922229,14.056813
26.700000,2990.062307,13.958725
26.710000,2990.201403,13.860643
26.720000,2990.339520,13.762566
26.730000,2990.476655,13.664494
26.740000,2990.612809,13.566428
26.750000,2990.747983,13.468367
26.760000,2990.882177,13.370311
26.770000,2991.015389,13.272261
26.780000,2991.147621,13.174216
26.790000,2991.278873,13.076176
26.800000,2991.409144,12.978141
26.810000,2991.538435,12.880112
26.820000,2991.666746,12.782088
26.830000,2991.794077,12.684069
26.840000,2991.920427,12.586055
26.850000,2992.045797,12.488047
26.860000,2992.170187,12.390043
26.870000,2992.293597,12.292045
26.880000,2992.416028,12.194052
26.890000,2992.537478,12.096064
26.900000,2992.657949,11.998081
26.910000,2992.777440,11.900103
26.920000,2992.895951,11.802130
26.930000,2993.013482,11.704162
26.940000,2993.130034,11.606199
26.950000,2993.245607,11.508241
26.960000,2993.360200,11.410288
26.970000,2993.473814,11.312340
26.980000,2993.586448,11.214397
26.990000,2993.698103,11.116458
27.000000,2993.808779,11.018525
27.010000,2993.918476,10.920596
27.020000,2994.027193,10.822673
27.030000,2994.134932,10.724754
27.040000,2994.241691,10.626840
27.050000,2994.347471,10.528930
27.060000,2994.452272,10.431026
27.070000,2994.556093,10.333126
27.080000,2994.658936,10.235231
27.090000,2994.760799,10.137341
27.100000,2994.861684,10.039455
27.110000,2994.961589,9.941574
27.120000,2995.060515,9.843698
27.130000,2995.158462,9.745826
27.140000,2995.255430,9.647959
27.150000,2995.351419,9.550096
27.160000,2995.446429,9.452238
27.170000,2995.540459,9.354385
27.180000,2995.633511,9.256536
27.190000,2995.725584,9.158692
27.200000,2995.816677,9.060852
27.210000,2995.906793,8.963017
27.220000,2995.995929,8.865186
27.230000,2996.084087,8.767360
27.240000,2996.171267,8.669538
27.250000,2996.257469,8.571721
27.260000,2996.342694,8.473908
27.270000,2996.426941,8.376099
27.280000,2996.510210,8.278295
27.290000,2996.592502,8.180495
27.300000,2996.673817,8.082699
27.310000,2996.754156,7.984908
27.320000,2996.833517,7.887121
27.330000,2996.911902,7.789339
27.340000,2996.989311,7.691560
27.350000,2997.065744,7.593786
27.360000,2997.141201,7.496016
27.370000,2997.215682,7.398250
27.380000,2997.289188,7.300489
27.390000,2997.361718,7.202731
27.400000,2997.433272,7.104978
27.410000,2997.503850,7.007229
27.420000,2997.573451,6.909484
27.430000,2997.642076,6.811743
27.440000,2997.709722,6.714007
27.450000,2997.776391,6.616274
27.460000,2997.842082,6.518545
27.470000,2997.906794,6.420821
27.480000,2997.970527,6.323100
27.490000,2998.033281,6.225384
27.500000,2998.095055,6.127672
27.510000,2998.155849,6.029963
27.520000,2998.215663,5.932259
27.530000,2998.274496,5.834558
27.540000,2998.332347,5.736862
27.550000,2998.389217,5.639169
27.560000,2998.445104,5.541481
27.570000,2998.500010,5.443796
27.580000,2998.553932,5.346115
27.590000,2998.606872,5.248439
27.600000,2998.658828,5.150766
27.610000,2998.709800,5.053096
27.620000,2998.759788,4.955431
27.630000,2998.808793,4.857770
27.640000,2998.856818,4.760112
27.650000,2998.903863,4.662458
27.660000,2998.949931,4.564808
27.670000,2998.995022,4.467162
27.680000,2999.039139,4.369520
27.690000,2999.082283,4.271881
27.700000,2999.124455,4.174246
27.710000,2999.165658,4.076614
27.720000,2999.205892,3.978987
27.730000,2999.245159,3.881363
27.740000,2999.283462,3.783742
27.750000,2999.320801,3.686126
27.760000,2999.357177,3.588512
27.770000,2999.392594,3.490903
27.780000,2999.427051,3.393297
27.790000,2999.460552,3.295694
27.800000,2999.493097,3.198096
27.810000,2999.524687,3.100500
27.820000,2999.555326,3.002908
27.830000,2999.585013,2.905320
27.840000,2999.613751,2.807735
27.850000,2999.641540,2.710154
27.860000,2999.668376,2.612576
27.870000,2999.694254,2.515001
27.880000,2999.719167,2.417430
27.890000,2999.743110,2.319863
27.900000,2999.766077,2.222299
27.910000,2999.788063,2.124738
27.920000,2999.809062,2.027181
27.930000,2999.829068,1.929628
27.940000,2999.848075,1.832078
27.950000,2999.866078,1.734532
27.960000,2999.883070,1.636989
27.970000,2999.899047,1.539450
27.980000,2999.914003,1.441914
27.990000,2999.927931,1.344382
28.000000,2999.940827,1.246854
28.010000,2999.952684,1.149329
28.020000,2999.963496,1.051809
28.030000,2999.973259,0.954291
28.040000,2999.981965,0.856778
28.050000,2999.989611,0.759268
28.060000,2999.996189,0.661762
28.070000,3000.001694,0.564259
28.080000,3000.006134,0.466760
28.090000,3000.009638,0.369265
28.100000,3000.012400,0.271772
28.110000,3000.014617,0.174280
28.120000,3000.016483,0.076790
