# Time (s), Altitude AGL (m), Vz (m/s)
13.420000,1890.262966,158.194801
13.430000,1891.844269,158.065836
13.440000,1893.424282,157.936893
13.450000,1895.003007,157.807977
13.460000,1896.580442,157.679090
13.470000,1898.156589,157.550240
13.480000,1899.731447,157.421430
13.490000,1901.305018,157.292664
13.500000,1902.877301,157.163946
13.510000,1904.448297,157.035278
13.520000,1906.018007,156.906662
13.530000,1907.586431,156.778100
13.540000,1909.153569,156.649592
13.550000,1910.719423,156.521138
13.560000,1912.283992,156.392737
13.570000,1913.847277,156.264390
13.580000,1915.409280,156.136096
13.590000,1916.969999,156.007853
13.600000,1918.529436,155.879662
13.610000,1920.087592,155.751523
13.620000,1921.644467,155.623434
13.630000,1923.200061,155.495396
13.640000,1924.754375,155.367408
13.650000,1926.307409,155.239471
13.660000,1927.859164,155.111585
13.670000,1929.409641,154.983749
13.680000,1930.958839,154.855965
13.690000,1932.506760,154.728232
13.700000,1934.053404,154.600551
13.710000,1935.598772,154.472922
13.720000,1937.142863,154.345345
13.730000,1938.685679,154.217820
13.740000,1940.227220,154.090347
13.750000,1941.767486,153.962928
13.760000,1943.306478,153.835561
13.770000,1944.844197,153.708246
13.780000,1946.380644,153.580984
13.790000,1947.915817,153.453775
13.800000,1949.449719,153.326619
13.810000,1950.982350,153.199515
13.820000,1952.513710,153.072463
13.830000,1954.043799,152.945463
13.840000,1955.572619,152.818516
13.850000,1957.100170,152.691621
13.860000,1958.626452,152.564777
13.870000,1960.151465,152.437984
13.880000,1961.675211,152.311243
13.890000,1963.197690,152.184553
13.900000,1964.718903,152.057913
13.910000,1966.238849,151.931325
13.920000,1967.757529,151.804787
13.930000,1969.274945,151.678300
13.940000,1970.791095,151.551862
13.950000,1972.305982,151.425473
13.960000,1973.819605,151.299133
13.970000,1975.331965,151.172841
13.980000,1976.843062,151.046597
13.990000,1978.352897,150.920401
14.000000,1979.861470,150.794251
14.010000,1981.368782,150.668149
14.020000,1982.874833,150.542093
14.030000,1984.379624,150.416083
14.040000,1985.883155,150.290119
14.050000,1987.385426,150.164202
14.060000,1988.886439,150.038329
14.070000,1990.386193,149.912503
14.080000,1991.884689,149.786722
14.090000,1993.381928,149.660986
14.100000,1994.877909,149.535296
14.110000,1996.372634,149.409652
14.120000,1997.866103,149.284053
14.130000,1999.358315,149.158499
14.140000,2000.849273,149.032992
14.150000,2002.338975,148.907530
14.160000,2003.827424,148.782115
14.170000,2005.314618,148.656745
14.180000,2006.800559,148.531422
14.190000,2008.285247,148.406146
14.200000,2009.768682,148.280916
14.210000,2011.250865,148.155734
14.220000,2012.731797,148.030598
14.230000,2014.211477,147.905511
14.240000,2015.689907,147.780472
14.250000,2017.167087,147.655481
14.260000,2018.643017,147.530539
14.270000,2020.117698,147.405646
14.280000,2021.591130,147.280802
14.290000,2023.063314,147.156007
14.300000,2024.534250,147.031261
14.310000,2026.003939,146.906564
14.320000,2027.472382,146.781916
14.330000,2028.939578,146.657317
14.340000,2030.405528,146.532766
14.350000,2031.870233,146.408264
14.360000,2033.333694,146.283810
14.370000,2034.795910,146.159404
14.380000,2036.256882,146.035045
14.390000,2037.716610,145.910734
14.400000,2039.175096,145.786470
14.410000,2040.632340,145.662252
14.420000,2042.088342,145.538081
14.430000,2043.543102,145.413956
14.440000,2044.996621,145.289878
14.450000,2046.448899,145.165845
14.460000,2047.899938,145.041858
14.470000,2049.349737,144.917917
14.480000,2050.798296,144.794022
14.490000,2052.245617,144.670172
14.500000,2053.691700,144.546367
14.510000,2055.136545,144.422608
14.520000,2056.580152,144.298894
14.530000,2058.022523,144.175225
14.540000,2059.463657,144.051601
14.550000,2060.903555,143.928023
14.560000,2062.342218,143.804490
14.570000,2063.779645,143.681001
14.580000,2065.215838,143.557558
14.590000,2066.650797,143.434160
14.600000,2068.084521,143.310807
14.610000,2069.517013,143.187500
14.620000,2070.948272,143.064238
14.630000,2072.378298,142.941021
14.640000,2073.807092,142.817849
14.650000,2075.234655,142.694723
14.660000,2076.660987,142.571642
14.670000,2078.086088,142.448607
14.680000,2079.509959,142.325617
14.690000,2080.932600,142.202673
14.700000,2082.354013,142.079774
14.710000,2083.774196,141.956921
14.720000,2085.193151,141.834113
14.730000,2086.610878,141.711351
14.740000,2088.027378,141.588635
14.750000,2089.442651,141.465964
14.760000,2090.856698,141.343338
14.770000,2092.269518,141.220757
14.780000,2093.681113,141.098222
14.790000,2095.091483,140.975732
14.800000,2096.500628,140.853287
14.810000,2097.908549,140.730887
14.820000,2099.315246,140.608532
14.830000,2100.720719,140.486221
14.840000,2102.124970,140.363955
14.850000,2103.527999,140.241733
14.860000,2104.929805,140.119556
14.870000,2106.330390,139.997423
14.880000,2107.729754,139.875334
14.890000,2109.127897,139.753289
14.900000,2110.524820,139.631287
14.910000,2111.920523,139.509329
14.920000,2113.315006,139.387414
14.930000,2114.708271,139.265543
14.940000,2116.100317,139.143715
14.950000,2117.491146,139.021930
14.960000,2118.880756,138.900188
14.970000,2120.269149,138.778489
14.980000,2121.656326,138.656832
14.990000,2123.042286,138.535218
15.000000,2124.427031,138.413646
15.010000,2125.810559,138.292117
15.020000,2127.192873,138.170631
15.030000,2128.573972,138.049187
15.040000,2129.953857,137.927786
15.050000,2131.332528,137.806427
15.060000,2132.709986,137.685110
15.070000,2134.086230,137.563835
15.080000,2135.461262,137.442601
15.090000,2136.835082,137.321409
15.100000,2138.207691,137.200257
15.110000,2139.579088,137.079147
15.120000,2140.949274,136.958078
15.130000,2142.318250,136.837050
15.140000,2143.686015,136.716062
15.150000,2145.052571,136.595114
15.160000,2146.417917,136.474207
15.170000,2147.782055,136.353341
15.180000,2149.144984,136.232515
15.190000,2150.506706,136.111729
15.200000,2151.867219,135.990983
15.210000,2153.226525,135.870277
15.220000,2154.584625,135.749612
15.230000,2155.941518,135.628987
15.240000,2157.297205,135.508402
15.250000,2158.651686,135.387858
15.260000,2160.004962,135.267353
15.270000,2161.357033,135.146889
15.280000,2162.707900,135.026464
15.290000,2164.057563,134.906080
15.300000,2165.406022,134.785736
15.310000,2166.753277,134.665431
15.320000,2168.099330,134.545167
15.330000,2169.444181,134.424943
15.340000,2170.787829,134.304758
15.350000,2172.130276,134.184613
15.360000,2173.471522,134.064509
15.370000,2174.811567,133.944444
15.380000,2176.150411,133.824419
15.390000,2177.488055,133.704435
15.400000,2178.824500,133.584491
15.410000,2180.159745,133.464587
15.420000,2181.493792,133.344723
15.430000,2182.826640,133.224899
15.440000,2184.158290,133.105116
15.450000,2185.488742,132.985372
15.460000,2186.817997,132.865669
15.470000,2188.146056,132.746006
15.480000,2189.472918,132.626384
15.490000,2190.798583,132.506801
15.500000,2192.123054,132.387259
15.510000,2193.446329,132.267756
15.520000,2194.768409,132.148294
15.530000,2196.089295,132.028871
15.540000,2197.408986,131.909488
15.550000,2198.727485,131.790145
15.560000,2200.044790,131.670841
15.570000,2201.360902,131.551578
15.580000,2202.675821,131.432353
15.590000,2203.989549,131.313168
15.600000,2205.302085,131.194022
15.610000,2206.613429,131.074915
15.620000,2207.923583,130.955848
15.630000,2209.232546,130.836819
15.640000,2210.540320,130.717830
15.650000,2211.846903,130.598879
15.660000,2213.152297,130.479968
15.670000,2214.456503,130.361096
15.680000,2215.759519,130.242263
15.690000,2217.061348,130.123470
15.700000,2218.361989,130.004715
15.710000,2219.661442,129.886000
15.720000,2220.959709,129.767323
15.730000,2222.256789,129.648686
15.740000,2223.552683,129.530087
15.750000,2224.847391,129.411527
15.760000,2226.140913,129.293006
15.770000,2227.433251,129.174524
15.780000,2228.724404,129.056081
15.790000,2230.014373,128.937676
15.800000,2231.303158,128.819309
15.810000,2232.590759,128.700982
15.820000,2233.877177,128.582693
15.830000,2235.162413,128.464443
15.840000,2236.446466,128.346231
15.850000,2237.729338,128.228058
15.860000,2239.011028,128.109924
15.870000,2240.291536,127.991828
15.880000,2241.570864,127.873770
15.890000,2242.849012,127.755750
15.900000,2244.125979,127.637769
15.910000,2245.401767,127.519825
15.920000,2246.676376,127.401920
15.930000,2247.949806,127.284052
15.940000,2249.222057,127.166222
15.950000,2250.493130,127.048429
15.960000,2251.763026,126.930674
15.970000,2253.031744,126.812956
15.980000,2254.299285,126.695275
15.990000,2255.565650,126.577630
16.000000,2256.830838,126.460023
16.010000,2258.094850,126.342451
16.020000,2259.357687,126.224916
16.030000,2260.619349,126.107417
16.040000,2261.879835,125.989954
16.050000,2263.139148,125.872527
16.060000,2264.397286,125.755135
16.070000,2265.654251,125.637779
16.080000,2266.910042,125.520459
16.090000,2268.164660,125.403174
16.100000,2269.418105,125.285924
16.110000,2270.670378,125.168710
16.120000,2271.921480,125.051531
16.130000,2273.171409,124.934387
16.140000,2274.420168,124.817278
16.150000,2275.667755,124.700204
16.160000,2276.914172,124.583165
16.170000,2278.159418,124.466160
16.180000,2279.403495,124.349191
16.190000,2280.646402,124.232256
16.200000,2281.888140,124.115356
16.210000,2283.128710,123.998490
16.220000,2284.368110,123.881659
16.230000,2285.606343,123.764863
16.240000,2286.843408,123.648101
16.250000,2288.079305,123.531374
16.260000,2289.314035,123.414682
16.270000,2290.547599,123.298025
16.280000,2291.779996,123.181402
16.290000,2293.011227,123.064815
16.300000,2294.241293,122.948263
16.310000,2295.470193,122.831746
16.320000,2296.697928,122.715264
16.330000,2297.924498,122.598818
16.340000,2299.149904,122.482407
16.350000,2300.374146,122.366032
16.360000,2301.597225,122.249692
16.370000,2302.819140,122.133387
16.380000,2304.039893,122.017119
16.390000,2305.259483,121.900886
16.400000,2306.477911,121.784688
16.410000,2307.695177,121.668527
16.420000,2308.911281,121.552400
16.430000,2310.126225,121.436310
16.440000,2311.340008,121.320254
16.450000,2312.552630,121.204235
16.460000,2313.764093,121.088250
16.470000,2314.974395,120.972301
16.480000,2316.183539,120.856387
16.490000,2317.391523,120.740509
16.500000,2318.598349,120.624665
16.510000,2319.804017,120.508857
16.520000,2321.008526,120.393084
16.530000,2322.211878,120.277345
16.540000,2323.414073,120.161641
16.550000,2324.615111,120.045973
16.560000,2325.814993,119.930339
16.570000,2327.013718,119.814739
16.580000,2328.211288,119.699174
16.590000,2329.407702,119.583644
16.600000,2330.602960,119.468148
16.610000,2331.797065,119.352687
16.620000,2332.990014,119.237260
16.630000,2334.181810,119.121867
16.640000,2335.372452,119.006508
16.650000,2336.561940,118.891183
16.660000,2337.750275,118.775893
16.670000,2338.937458,118.660636
16.680000,2340.123488,118.545414
16.690000,2341.308366,118.430225
16.700000,2342.492093,118.315070
16.710000,2343.674668,118.199948
16.720000,2344.856092,118.084861
16.730000,2346.036365,117.969806
16.740000,2347.215488,117.854786
16.750000,2348.393461,117.739798
16.760000,2349.570284,117.624845
16.770000,2350.745958,117.509924
16.780000,2351.920483,117.395037
16.790000,2353.093859,117.280182
16.800000,2354.266087,117.165361
16.810000,2355.437166,117.050574
16.820000,2356.607098,116.935819
16.830000,2357.775883,116.821097
16.840000,2358.943520,116.706409
16.850000,2360.110011,116.591753
16.860000,2361.275356,116.477130
16.870000,2362.439554,116.362541
16.880000,2363.602606,116.247984
16.890000,2364.764514,116.133460
16.900000,2365.925276,116.018968
16.910000,2367.084893,115.904510
16.920000,2368.243366,115.790084
16.930000,2369.400695,115.675692
16.940000,2370.556880,115.561331
16.950000,2371.711922,115.447004
16.960000,2372.865820,115.332709
16.970000,2374.018576,115.218447
16.980000,2375.170189,115.104217
16.990000,2376.320660,114.990020
17.000000,2377.469990,114.875855
17.010000,2378.618178,114.761723
17.020000,2379.765224,114.647622
17.030000,2380.911130,114.533555
17.040000,2382.055895,114.419519
17.050000,2383.199521,114.305515
17.060000,2384.342006,114.191544
17.070000,2385.483352,114.077604
17.080000,2386.623558,113.963697
17.090000,2387.762626,113.849821
17.100000,2388.900555,113.735978
17.110000,2390.037345,113.622166
17.120000,2391.172998,113.508386
17.130000,2392.307513,113.394638
17.140000,2393.440891,113.280921
17.150000,2394.573132,113.167237
17.160000,2395.704236,113.053583
17.170000,2396.834203,112.939962
17.180000,2397.963035,112.826372
17.190000,2399.090731,112.712813
17.200000,2400.217291,112.599286
17.210000,2401.342717,112.485790
17.220000,2402.467007,112.372325
17.230000,2403.590163,112.258891
17.240000,2404.712185,112.145489
17.250000,2405.833073,112.032117
17.260000,2406.952827,111.918775
17.270000,2408.071449,111.805465
17.280000,2409.188937,111.692185
17.290000,2410.305292,111.578935
17.300000,2411.420516,111.465716
17.310000,2412.534607,111.352526
17.320000,2413.647566,111.239367
17.330000,2414.759394,111.126238
17.340000,2415.870091,111.013139
17.350000,2416.979657,110.900070
17.360000,2418.088093,110.787030
17.370000,2419.195398,110.674020
17.380000,2420.301573,110.561039
17.390000,2421.406619,110.448089
17.400000,2422.510535,110.335167
17.410000,2423.613322,110.222275
17.420000,2424.714981,110.109412
17.430000,2425.815511,109.996579
17.440000,2426.914912,109.883774
17.450000,2428.013186,109.770999
17.460000,2429.110332,109.658254
17.470000,2430.206351,109.545537
17.480000,2431.301243,109.432849
17.490000,2432.395008,109.320191
17.500000,2433.487647,109.207561
17.510000,2434.579160,109.094961
17.520000,2435.669547,108.982390
17.530000,2436.758808,108.869848
17.540000,2437.846944,108.757335
17.550000,2438.933955,108.644852
17.560000,2440.019841,108.532398
17.570000,2441.104603,108.419973
17.580000,2442.188240,108.307578
17.590000,2443.270754,108.195212
17.600000,2444.352145,108.082875
17.610000,2445.432412,107.970568
17.620000,2446.511556,107.858291
17.630000,2447.589578,107.746043
17.640000,2448.666477,107.633825
17.650000,2449.742254,107.521636
17.660000,2450.816910,107.409477
17.670000,2451.890444,107.297347
17.680000,2452.962857,107.185247
17.690000,2454.034149,107.073176
17.700000,2455.104321,106.961135
17.710000,2456.173372,106.849123
17.720000,2457.241303,106.737141
17.730000,2458.308115,106.625188
17.740000,2459.373807,106.513265
17.750000,2460.438380,106.401371
17.760000,2461.501834,106.289507
17.770000,2462.564170,106.177671
17.780000,2463.625388,106.065865
17.790000,2464.685488,105.954088
17.800000,2465.744470,105.842340
17.810000,2466.802334,105.730621
17.820000,2467.859082,105.618930
17.830000,2468.914713,105.507269
17.840000,2469.969228,105.395636
17.850000,2471.022626,105.284032
17.860000,2472.074908,105.172457
17.870000,2473.126075,105.060911
17.880000,2474.176126,104.949393
17.890000,2475.225063,104.837903
17.900000,2476.272885,104.726442
17.910000,2477.319592,104.615009
17.920000,2478.365185,104.503604
17.930000,2479.409664,104.392228
17.940000,2480.453030,104.280881
17.950000,2481.495282,104.169561
17.960000,2482.536421,104.058270
17.970000,2483.576447,103.947007
17.980000,2484.615361,103.835773
17.990000,2485.653163,103.724566
18.000000,2486.689853,103.613388
18.010000,2487.725431,103.502238
18.020000,2488.759897,103.391116
18.030000,2489.793253,103.280022
18.040000,2490.825498,103.168956
18.050000,2491.856632,103.057918
18.060000,2492.886657,102.946907
18.070000,2493.915571,102.835925
18.080000,2494.943375,102.724971
18.090000,2495.970070,102.614044
18.100000,2496.995656,102.503145
18.110000,2498.020133,102.392274
18.120000,2499.043502,102.281430
18.130000,2500.065762,102.170613
18.140000,2501.086914,102.059824
18.150000,2502.106959,101.949063
18.160000,2503.125895,101.838329
18.170000,2504.143725,101.727622
18.180000,2505.160448,101.616942
18.190000,2506.176064,101.506289
18.200000,2507.190574,101.395664
18.210000,2508.203977,101.285066
18.220000,2509.216275,101.174494
18.230000,2510.227467,101.063950
18.240000,2511.237554,100.953433
18.250000,2512.246536,100.842942
18.260000,2513.254413,100.732479
18.270000,2514.261186,100.622042
18.280000,2515.266854,100.511632
18.290000,2516.271419,100.401250
18.300000,2517.274879,100.290893
18.310000,2518.277237,100.180564
18.320000,2519.278491,100.070261
18.330000,2520.278642,99.959986
18.340000,2521.277691,99.849736
18.350000,2522.275637,99.739514
18.360000,2523.272481,99.629318
18.370000,2524.268223,99.519149
18.380000,2525.262864,99.409007
18.390000,2526.256404,99.298891
18.400000,2527.248842,99.188802
18.410000,2528.240180,99.078739
18.420000,2529.230417,98.968703
18.430000,2530.219554,98.858693
18.440000,2531.207591,98.748710
18.450000,2532.194528,98.638753
18.460000,2533.180366,98.528822
18.470000,2534.165105,98.418917
18.480000,2535.148744,98.309039
18.490000,2536.131286,98.199187
18.500000,2537.112728,98.089361
18.510000,2538.093073,97.979561
18.520000,2539.072319,97.869787
18.530000,2540.050469,97.760040
18.540000,2541.027520,97.650317
18.550000,2542.003475,97.540621
18.560000,2542.978333,97.430951
18.570000,2543.952094,97.321306
18.580000,2544.924759,97.211687
18.590000,2545.896328,97.102094
18.600000,2546.866801,96.992526
18.610000,2547.836178,96.882984
18.620000,2548.804461,96.773467
18.630000,2549.771648,96.663976
18.640000,2550.737740,96.554510
18.650000,2551.702738,96.445070
18.660000,2552.666642,96.335654
18.670000,2553.629451,96.226265
18.680000,2554.591167,96.116900
18.690000,2555.551789,96.007561
18.700000,2556.511318,95.898247
18.710000,2557.469754,95.788958
18.720000,2558.427098,95.679694
18.730000,2559.383348,95.570455
18.740000,2560.338507,95.461242
18.750000,2561.292573,95.352053
18.760000,2562.245548,95.242890
18.770000,2563.197431,95.133752
18.780000,2564.148223,95.024639
18.790000,2565.097924,94.915550
18.800000,2566.046534,94.806487
18.810000,2566.994054,94.697448
18.820000,2567.940483,94.588434
18.830000,2568.885823,94.479445
18.840000,2569.830072,94.370480
18.850000,2570.773232,94.261539
18.860000,2571.715303,94.152623
18.870000,2572.656285,94.043731
18.880000,2573.596178,93.934863
18.890000,2574.534982,93.826020
18.900000,2575.472698,93.717200
18.910000,2576.409326,93.608404
18.920000,2577.344866,93.499632
18.930000,2578.279319,93.390884
18.940000,2579.212684,93.282160
18.950000,2580.144962,93.173459
18.960000,2581.076153,93.064782
18.970000,2582.006258,92.956129
18.980000,2582.935276,92.847499
18.990000,2583.863208,92.738893
19.000000,2584.790054,92.630310
19.010000,2585.715814,92.521751
19.020000,2586.640489,92.413215
19.030000,2587.564079,92.304702
19.040000,2588.486583,92.196213
19.050000,2589.408003,92.087747
19.060000,2590.328338,91.979305
19.070000,2591.247589,91.870885
19.080000,2592.165756,91.762489
19.090000,2593.082839,91.654116
19.100000,2593.998838,91.545766
19.110000,2594.913755,91.437440
19.120000,2595.827587,91.329136
19.130000,2596.740337,91.220855
19.140000,2597.652005,91.112598
19.150000,2598.562589,91.004364
19.160000,2599.472092,90.896152
19.170000,2600.380513,90.787965
19.180000,2601.287851,90.679800
19.190000,2602.194109,90.571658
19.200000,2603.099285,90.463540
19.210000,2604.003380,90.355445
19.220000,2604.906394,90.247374
19.230000,2605.808327,90.139325
19.240000,2606.709180,90.031300
19.250000,2607.608953,89.923298
19.260000,2608.507646,89.815319
19.270000,2609.405260,89.707363
19.280000,2610.301794,89.599431
19.290000,2611.197248,89.491522
19.300000,2612.091624,89.383636
19.310000,2612.984921,89.275774
19.320000,2613.877140,89.167934
19.330000,2614.768280,89.060118
19.340000,2615.658342,88.952324
19.350000,2616.547326,88.844554
19.360000,2617.435233,88.736807
19.370000,2618.322063,88.629083
19.380000,2619.207815,88.521382
19.390000,2620.092490,88.413703
19.400000,2620.976089,88.306048
19.410000,2621.858611,88.198416
19.420000,2622.740057,88.090806
19.430000,2623.620427,87.983219
19.440000,2624.499722,87.875655
19.450000,2625.377940,87.768114
19.460000,2626.255084,87.660595
19.470000,2627.131152,87.553098
19.480000,2628.006146,87.445625
19.490000,2628.880065,87.338173
19.500000,2629.752909,87.230744
19.510000,2630.624680,87.123338
19.520000,2631.495376,87.015954
19.530000,2632.364999,86.908592
19.540000,2633.233548,86.801253
19.550000,2634.101024,86.693935
19.560000,2634.967426,86.586640
19.570000,2635.832756,86.479367
19.580000,2636.697014,86.372116
19.590000,2637.560199,86.264888
19.600000,2638.422311,86.157681
19.610000,2639.283352,86.050496
19.620000,2640.143321,85.943334
19.630000,2641.002219,85.836193
19.640000,2641.860045,85.729074
19.650000,2642.716800,85.621977
19.660000,2643.572485,85.514902
19.670000,2644.427098,85.407849
19.680000,2645.280642,85.300818
19.690000,2646.133115,85.193808
19.700000,2646.984518,85.086821
19.710000,2647.834851,84.979855
19.720000,2648.684115,84.872910
19.730000,2649.532310,84.765988
19.740000,2650.379435,84.659087
19.750000,2651.225491,84.552207
19.760000,2652.070479,84.445350
19.770000,2652.914399,84.338513
19.780000,2653.757250,84.231699
19.790000,2654.599033,84.124905
19.800000,2655.439748,84.018134
19.810000,2656.279396,83.911383
19.820000,2657.117976,83.804654
19.830000,2657.955489,83.697947
19.840000,2658.791935,83.591260
19.850000,2659.627314,83.484596
19.860000,2660.461627,83.377952
19.870000,2661.294873,83.271330
19.880000,2662.127053,83.164728
19.890000,2662.958168,83.058148
19.900000,2663.788217,82.951590
19.910000,2664.617200,82.845052
19.920000,2665.445118,82.738535
19.930000,2666.271971,82.632040
19.940000,2667.097759,82.525565
19.950000,2667.922482,82.419112
19.960000,2668.746141,82.312680
19.970000,2669.568736,82.206268
19.980000,2670.390266,82.099877
19.990000,2671.210733,81.993508
20.000000,2672.030137,81.887159
20.010000,2672.848476,81.780831
20.020000,2673.665753,81.674524
20.030000,2674.481967,81.568237
20.040000,2675.297118,81.461971
20.050000,2676.111206,81.355726
20.060000,2676.924233,81.249502
20.070000,2677.736197,81.143298
20.080000,2678.547099,81.037115
20.090000,2679.356939,80.930952
20.100000,2680.165718,80.824809
20.110000,2680.973435,80.718687
20.120000,2681.780091,80.612586
20.130000,2682.585687,80.506505
20.140000,2683.390221,80.400444
20.150000,2684.193696,80.294403
20.160000,2684.996110,80.188383
20.170000,2685.797463,80.082383
20.180000,2686.597757,79.976403
20.190000,2687.396991,79.870443
20.200000,2688.195166,79.764503
20.210000,2688.992282,79.658583
20.220000,2689.788338,79.552683
20.230000,2690.583335,79.446803
20.240000,2691.377274,79.340943
20.250000,2692.170154,79.235102
20.260000,2692.961976,79.129281
20.270000,2693.752740,79.023480
20.280000,2694.542446,78.917699
20.290000,2695.331094,78.811937
20.300000,2696.118684,78.706194
20.310000,2696.905218,78.600471
20.320000,2697.690694,78.494767
20.330000,2698.475113,78.389083
20.340000,2699.258475,78.283417
20.350000,2700.040781,78.177772
20.360000,2700.822031,78.072145
20.370000,2701.602224,77.966537
20.380000,2702.381362,77.860949
20.390000,2703.159443,77.755379
20.400000,2703.936469,77.649829
20.410000,2704.712440,77.544298
20.420000,2705.487355,77.438785
20.430000,2706.261216,77.333292
20.440000,2707.034021,77.227817
20.450000,2707.805772,77.122361
20.460000,2708.576469,77.016924
20.470000,2709.346111,76.911506
20.480000,2710.114699,76.806106
20.490000,2710.882233,76.700725
20.500000,2711.648714,76.595363
20.510000,2712.414141,76.490020
20.520000,2713.178514,76.384696
20.530000,2713.941835,76.279390
20.540000,2714.704102,76.174103
20.550000,2715.465317,76.068835
20.560000,2716.225479,75.963586
20.570000,2716.984589,75.858355
20.580000,2717.742646,75.753143
20.590000,2718.499652,75.647949
20.600000,2719.255606,75.542775
20.610000,2720.010508,75.437619
20.620000,2720.764358,75.332481
20.630000,2721.517158,75.227363
20.640000,2722.268906,75.122263
20.650000,2723.019603,75.017182
20.660000,2723.769250,74.912119
20.670000,2724.517846,74.807076
20.680000,2725.265391,74.702051
20.690000,2726.011887,74.597045
20.700000,2726.757332,74.492057
20.710000,2727.501728,74.387088
20.720000,2728.245074,74.282138
20.730000,2728.987371,74.177207
20.740000,2729.728618,74.072294
20.750000,2730.468817,73.967399
20.760000,2731.207966,73.862523
20.770000,2731.946067,73.757666
20.780000,2732.683120,73.652827
20.790000,2733.419124,73.548007
20.800000,2734.154080,73.443205
20.810000,2734.887988,73.338422
20.820000,2735.620848,73.233657
20.830000,2736.352661,73.128910
20.840000,2737.083426,73.024182
20.850000,2737.813144,72.919472
20.860000,2738.541815,72.814780
20.870000,2739.269440,72.710106
20.880000,2739.996017,72.605451
20.890000,2740.721549,72.500814
20.900000,2741.446034,72.396195
20.910000,2742.169472,72.291594
20.920000,2742.891865,72.187011
20.930000,2743.613213,72.082447
20.940000,2744.333514,71.977900
20.950000,2745.052770,71.873371
20.960000,2745.770982,71.768861
20.970000,2746.488148,71.664368
20.980000,2747.204269,71.559893
20.990000,2747.919345,71.455436
21.000000,2748.633378,71.350997
21.010000,2749.346365,71.246575
21.020000,2750.058309,71.142172
21.030000,2750.769209,71.037786
21.040000,2751.479065,70.933417
21.050000,2752.187877,70.829067
21.060000,2752.895646,70.724734
21.070000,2753.602372,70.620419
21.080000,2754.308055,70.516121
21.090000,2755.012694,70.411840
21.100000,2755.716291,70.307578
21.110000,2756.418846,70.203332
21.120000,2757.120358,70.099104
21.130000,2757.820828,69.994893
21.140000,2758.520256,69.890700
21.150000,2759.218642,69.786524
21.160000,2759.915987,69.682365
21.170000,2760.612289,69.578224
21.180000,2761.307551,69.474100
21.190000,2762.001772,69.369993
21.200000,2762.694951,69.265903
21.210000,2763.387090,69.161830
21.220000,2764.078188,69.057775
21.230000,2764.768245,68.953736
21.240000,2765.457262,68.849715
21.250000,2766.145240,68.745710
21.260000,2766.832177,68.641723
21.270000,2767.518074,68.537753
21.280000,2768.202932,68.433799
21.290000,2768.886750,68.329863
21.300000,2769.569529,68.225943
21.310000,2770.251269,68.122040
21.320000,2770.931970,68.018154
21.330000,2771.611632,67.914285
21.340000,2772.290256,67.810433
21.350000,2772.967841,67.706598
21.360000,2773.644388,67.602779
21.370000,2774.319897,67.498977
21.380000,2774.994367,67.395192
21.390000,2775.667800,67.291423
21.400000,2776.340196,67.187671
21.410000,2777.011554,67.083935
21.420000,2777.681875,66.980217
21.430000,2778.351158,66.876514
21.440000,2779.019405,66.772829
21.450000,2779.686615,66.669160
21.460000,2780.352788,66.565507
21.470000,2781.017925,66.461871
21.480000,2781.682026,66.358251
21.490000,2782.345090,66.254648
21.500000,2783.007119,66.151061
21.510000,2783.668111,66.047491
21.520000,2784.328069,65.943937
21.530000,2784.986990,65.840399
21.540000,2785.644877,65.736877
21.550000,2786.301728,65.633372
21.560000,2786.957544,65.529884
21.570000,2787.612326,65.426411
21.580000,2788.266072,65.322955
21.590000,2788.918785,65.219514
21.600000,2789.570463,65.116090
21.610000,2790.221107,65.012683
21.620000,2790.870716,64.909291
21.630000,2791.519292,64.805915
21.640000,2792.166835,64.702556
21.650000,2792.813344,64.599212
21.660000,2793.458819,64.495885
21.670000,2794.103261,64.392574
21.680000,2794.746671,64.289278
21.690000,2795.389047,64.185999
21.700000,2796.030391,64.082735
21.710000,2796.670702,63.979488
21.720000,2797.309980,63.876256
21.730000,2797.948227,63.773040
21.740000,2798.585441,63.669840
21.750000,2799.221624,63.566655
21.760000,2799.856774,63.463487
21.770000,2800.490894,63.360334
21.780000,2801.123981,63.257197
21.790000,2801.756038,63.154076
21.800000,2802.387063,63.050970
21.810000,2803.017057,62.947880
21.820000,2803.646020,62.844806
21.830000,2804.273953,62.741747
21.840000,2804.900855,62.638703
21.850000,2805.526727,62.535676
21.860000,2806.151569,62.432663
21.870000,2806.775381,62.329667
21.880000,2807.398162,62.226685
21.890000,2808.019914,62.123719
21.900000,2808.640637,62.020769
21.910000,2809.260330,61.917834
21.920000,2809.878994,61.814914
21.930000,2810.496628,61.712009
21.940000,2811.113234,61.609120
21.950000,2811.728811,61.506246
21.960000,2812.343359,61.403387
21.970000,2812.956878,61.300544
21.980000,2813.569370,61.197715
21.990000,2814.180833,61.094902
22.000000,2814.791268,60.992104
22.010000,2815.400675,60.889321
22.020000,2816.009054,60.786553
22.030000,2816.616406,60.683800
22.040000,2817.222730,60.581061
22.050000,2817.828027,60.478338
22.060000,2818.432297,60.375630
22.070000,2819.035540,60.272937
22.080000,2819.637756,60.170258
22.090000,2820.238945,60.067595
22.100000,2820.839108,59.964946
22.110000,2821.438244,59.862312
22.120000,2822.036354,59.759692
22.130000,2822.633438,59.657087
22.140000,2823.229496,59.554497
