Altitude (m),Velocidade (m/s)
2634,113.88316370014296
2635,113.78396328978208
2636,113.68469540389984
2637,113.58536073237472
2638,113.48596118933163
2639,113.38649459859347
2640,113.28695749863495
2641,113.18735888938598
2642,113.0876987029364
2643,112.9879787524571
2644,112.8882003095462
2645,112.78836392185245
2646,112.68847029197255
2647,112.58852051876248
2648,112.48851109975527
2649,112.38844462255761
2650,112.28832395689206
2651,112.18815017256173
2652,112.08792391695222
2653,111.98764576014187
2654,111.88731662316295
2655,111.7869371704557
2656,111.68650679199209
2657,111.5860262273174
2658,111.48549088622606
2659,111.3849065259453
2660,111.28427376036177
2661,111.18359201557317
2662,111.08286184833435
2663,110.98208307735612
2664,110.88125502877621
2665,110.7803781412207
2666,110.6794521992606
2667,110.57847508594803
2668,110.47744328329482
2669,110.37636072235613
2670,110.27522709366711
2671,110.17404113454492
2672,110.07280230588151
2673,109.97151006950364
2674,109.8701635753146
2675,109.76876216757638
2676,109.66730523949792
2677,109.56579067920775
2678,109.4642167726195
2679,109.3625786730161
2680,109.26088176226887
2681,109.15912292941528
2682,109.05730230427962
2683,108.9554187084952
2684,108.85347100470369
2685,108.75145787900533
2686,108.64937821167723
2687,108.54723143946565
2688,108.44501598299185
2689,108.34273078646561
2690,108.24037409657532
2691,108.13793845392615
2692,108.03542932094217
2693,107.9328457072798
2694,107.83018589357057
2695,107.72744947483389
2696,107.62463502519712
2697,107.52174120848098
2698,107.41876786795167
2699,107.3157138281303
2700,107.21257741277299
2701,107.109359312485
2702,107.00605832123775
2703,106.90267274510397
2704,106.79920232116805
2705,106.69564275985303
2706,106.59199504608203
2707,106.48826089726572
2708,106.3844393410926
2709,106.2805307270722
2710,106.17653429229767
2711,106.07244953631627
2712,105.96827575378161
2713,105.86401277830676
2714,105.7596610801876
2715,105.65522016474459
2716,105.55068911918265
2717,105.44606817130759
2718,105.34135728239322
2719,105.2365567298627
2720,105.13166567982556
2721,105.0266854920975
2722,104.92161585717639
2723,104.81645342626243
2724,104.71119969735422
2725,104.60585660526792
2726,104.50042497342608
2727,104.39490443982618
2728,104.28929554095694
2729,104.18359816764851
2730,104.07781347336734
2731,103.97194097404498
2732,103.86598135427789
2733,103.75993501025563
2734,103.65380225448062
2735,103.54758369475013
2736,103.44127995754721
2737,103.33489085878368
2738,103.22841646255863
2739,103.12185795833953
2740,103.01521558668178
2741,102.90848948780952
2742,102.8016801393347
2743,102.69478737136241
2744,102.58781201035704
2745,102.48075454419352
2746,102.37361478810556
2747,102.26639346436966
2748,102.15909030529586
2749,102.05170603213227
2750,101.94424040981414
2751,101.83669421082439
2752,101.72906700340774
2753,101.62135880866958
2754,101.51356919994282
2755,101.40569905751312
2756,101.2977480169098
2757,101.18971508235221
2758,101.08160083732638
2759,100.97340616733068
2760,100.86512890733704
2761,100.75677064365084
2762,100.64833033731394
2763,100.53980674644859
2764,100.4312015155735
2765,100.32251357006376
2766,100.21374257693682
2767,100.10488836541849
2768,99.99594964672974
2769,99.88692718783747
2770,99.77781977982696
2771,99.66862716088804
2772,99.55934916173847
2773,99.44998447002543
2774,99.34053282501047
2775,99.23099310131435
2776,99.12136388918466
2777,99.01164590635418
2778,98.90183793545478
2779,98.79193776579466
2780,98.68194558744821
2781,98.57185973974188
2782,98.46168055058685
2783,98.35140586541937
2784,98.24103612642323
2785,98.13056937634882
2786,98.0200061314348
2787,97.90934504432978
2788,97.79858559679543
2789,97.68772568302646
2790,97.57676506559112
2791,97.46570340869131
2792,97.35453988199176
2793,97.2432728029558
2794,97.13190233837295
2795,97.0204274703801
2796,96.90884711988333
2797,96.79716037362701
2798,96.68536737717824
2799,96.57346642729449
2800,96.46145727317577
2801,96.34933901867811
2802,96.23711134704689
2803,96.12477326681888
2804,96.01232406475516
2805,95.89976311991275
2806,95.78709045729511
2807,95.67430525333992
2808,95.56140608603782
2809,95.44839312244592
2810,95.33526626962853
2811,95.22202515943432
2812,95.10866535104921
2813,94.99518702098786
2814,94.88159310675194
2815,94.76788240842501
2816,94.65405512547845
2817,94.5401104272193
2818,94.42604841490567
2819,94.31186826393882
2820,94.19757032342274
2821,94.08315480609514
2822,93.96862067365785
2823,93.85396789990264
2824,93.73919622043113
2825,93.62430559213598
2826,93.50929603351803
2827,93.39416810858071
2828,93.27891902683025
2829,93.16354489913486
2830,93.04805143818419
2831,92.93243826746875
2832,92.81670599084666
2833,92.70085463264623
2834,92.58488410376111
2835,92.46879383931137
2836,92.35258417504913
2837,92.23625530741157
2838,92.1198065467953
2839,92.00323897309144
2840,91.88655175685952
2841,91.76973961267639
2842,91.65280480699006
2843,91.53575138095134
2844,91.4185796214946
2845,91.30128831699608
2846,91.18387766706911
2847,91.06634854097317
2848,90.94870027126701
2849,90.83093303384868
2850,90.71304669132795
2851,90.59503758252343
2852,90.47690287255718
2853,90.35864869589392
2854,90.24027412424577
2855,90.12178005459316
2856,90.00316638429277
2857,89.88443271147747
2858,89.76557920983285
2859,89.64660544555048
2860,89.52750744355978
2861,89.40828035928672
2862,89.28893082660495
2863,89.16945895243677
2864,89.04986396416643
2865,88.93014570432776
2866,88.81030302134683
2867,88.69033463101734
2868,88.57024082310531
2869,88.45000842703122
2870,88.32964883863481
2871,88.20916140260614
2872,88.0885443286402
2873,87.96779716284225
2874,87.84691922160282
2875,87.72590948134241
2876,87.60475753941631
2877,87.4834663904349
2878,87.36204087483459
2879,87.24047925191361
2880,87.11878186214697
2881,86.99694652120286
2882,86.87497297763932
2883,86.75284766231513
2884,86.63057769314652
2885,86.508166764275
2886,86.38561384129963
2887,86.26291776337658
2888,86.14007698546116
2889,86.0170843718962
2890,85.8939350018226
2891,85.77063802348887
2892,85.64719326261617
2893,85.52359930880208
2894,85.39985575569476
2895,85.27595380519273
2896,85.15188775171013
2897,85.02766975482538
2898,84.90329790778651
2899,84.7787716546273
2900,84.65409008667393
2901,84.52923704170843
2902,84.40422150260943
2903,84.27904808742038
2904,84.15371513631327
2905,84.0282225448263
2906,83.90255818899091
2907,83.77671939331364
2908,83.65071607432911
2909,83.52454800706715
2910,83.39821475398777
2911,83.27170903594583
2912,83.14501912868398
2913,83.01816157159237
2914,82.8911366002405
2915,82.76394277505958
2916,82.63656863219809
2917,82.50901153841117
2918,82.38128373474066
2919,82.253385941962
2920,82.12531679555757
2921,81.99705852478115
2922,81.86862131610837
2923,81.7400128027936
2924,81.61123169494084
2925,81.4822727604199
2926,81.35311998085461
2927,81.22379472242325
2928,81.09429608340236
2929,80.9646233504524
2930,80.83475221191317
2931,80.70470375588044
2932,80.57448120942196
2933,80.44408373757919
2934,80.31348973551533
2935,80.18271302773061
2936,80.05176012423628
2937,79.92063126310603
2938,79.78930517670423
2939,79.65779323143076
2940,79.52610369152953
2941,79.39423635102953
2942,79.26216748081949
2943,79.12991273094258
2944,78.99747908355914
2945,78.86486622430166
2946,78.73204118892387
2947,78.59903570173896
2948,78.46584836056773
2949,78.33246936785473
2950,78.19888604734923
2951,78.06511925548631
2952,77.93116837669284
2953,77.79700867033104
2954,77.66265497139682
2955,77.52811482296931
2956,77.39337796280263
2957,77.25842882047665
2958,77.12329040973074
2959,76.98796212130988
2960,76.85241235138317
2961,76.71666672735711
2962,76.58072790066772
2963,76.444574745234
2964,76.30821110039159
2965,76.17165191745995
2966,76.03488203971851
2967,75.89788910730945
2968,75.7606982484245
2969,75.62329775572086
2970,75.48566450869959
2971,75.34782899339267
2972,75.20978335488385
2973,75.07149797474788
2974,74.93300597856853
2975,74.79430026241012
2976,74.65534848371531
2977,74.51618717446092
2978,74.37680537329398
2979,74.23717468531808
2980,74.09733007154276
2981,73.95725513150879
2982,73.81693210210558
2983,73.67639100978697
2984,73.53560575313492
2985,73.39457545555473
2986,73.25332308231451
2987,73.1118110172585
2988,72.97006033914593
2989,72.82807978943227
2990,72.68582443783109
2991,72.54333889398399
2992,72.40060208320676
2993,72.25760099713122
2994,72.11436556287782
2995,71.97085353053622
2996,71.82709348638991
2997,71.68308258146081
2998,71.53878972426094
2999,71.39425493019559
3000,71.24943845987917
3001,71.1043617508158
3002,70.95902487864227
3003,70.81339782820609
3004,70.66752191262206
3005,70.52134915235679
3006,70.37491329887104
3007,70.22819981138936
3008,70.08119723650388
3009,69.93393452414283
3010,69.78635854517864
3011,69.63852452920139
3012,69.4903831318353
3013,69.34196721910803
3014,69.19325693088672
3015,69.04425160412556
3016,68.89496443034513
3017,68.74536378004274
3018,68.59549134099231
3019,68.44529020619423
3020,68.29481781591217
3021,68.14401577218959
3022,67.99293344177055
3023,67.84152675721765
3024,67.68982864600244
3025,67.53780971820696
3026,67.38548972028704
3027,67.23285015979668
3028,67.07990059822346
3029,66.92663260805386
3030,66.77304844045709
3031,66.61914363601144
3032,66.46491802161623
3033,66.31036622799213
3034,66.15549143416
3035,66.0002849164853
3036,65.84475331701688
3037,65.68888100582751
3038,65.53268557105973
3039,65.37613844735769
3040,65.2192723048755
3041,65.06204326588232
3042,64.90450232807116
3043,64.7465862550599
3044,64.58835817846212
3045,64.42976407631289
3046,64.27084648484697
3047,64.11157841912384
3048,63.9519713350628
3049,63.79202870125583
3050,63.63172822524671
3051,63.47110888339158
3052,63.31010964951112
3053,63.14878357765304
3054,62.987091941557914
3055,62.825043523349386
3056,62.66264681744624
3057,62.49985733700353
3058,62.33672108956075
3059,62.17319482736342
3060,62.00929392985151
3061,61.84502690388011
3062,61.6803426731346
3063,61.515288835534115
3064,61.349836282221275
3065,61.18397250897015
3066,61.017724696688624
3067,60.85104843925214
3068,60.68396263789553
3069,60.516476922240884
3070,60.348539479663266
3071,60.180185436046514
3072,60.011416311898344
3073,59.84217716229828
3074,59.6725085032032
3075,59.502408379158325
3076,59.33182701165874
3077,59.16079614496744
3078,58.98931685274803
3079,58.8173517564212
3080,58.64490977408117
3081,58.47200247168261
3082,58.298612000471394
3083,58.12470903181673
3084,57.95032367543942
3085,57.775450041237086
3086,57.600053023241784
3087,57.42413977350211
3088,57.247721291142874
3089,57.07079029368857
3090,56.89330979334284
3091,56.71529580114028
3092,56.53675284281891
3093,56.35767434286009
3094,56.178034746548654
3095,55.99782940477975
3096,55.817071400191324
3097,55.63575370738807
3098,55.45387239538993
3099,55.27139475465981
3100,55.08833171523971
3101,54.90468567666166
3102,54.72045233568547
3103,54.535623980572524
3104,54.35019211424617
3105,54.164129320534435
3106,53.97745340256205
3107,53.79016004533623
3108,53.60224209158302
3109,53.41369512107509
3110,53.224510293140206
3111,53.03468277147426
3112,52.84419040124077
3113,52.653038747213564
3114,52.461226884424136
3115,52.268747243072035
3116,52.075593844911516
3117,51.881758942140976
3118,51.687237360337335
3119,51.492021968819806
3120,51.296105160187984
3121,51.0994797531416
3122,50.90213963032769
3123,50.7040760144169
3124,50.505283311901486
3125,50.305751859793794
3126,50.1054757895331
3127,49.9044466152715
3128,49.702655358157386
3129,49.500095591042246
3130,49.29675647374873
3131,49.09263231014075
3132,48.88771228510382
3133,48.68198851510375
3134,48.475450521851236
3135,48.26809071082226
3136,48.059898464394315
3137,47.85086427147927
3138,47.64097782268442
3139,47.43022865474852
3140,47.218606854348664
3141,47.00609990386171
3142,46.79267315721375
3143,46.5783379423856
3144,46.363082054991814
3145,46.14689509988732
3146,45.92976324927486
3147,45.71167510824983
3148,45.49258966878
3149,45.27250788702447
3150,45.051427363077885
3151,44.829335219350625
3152,44.606213153078784
3153,44.38200173956346
3154,44.15673335652903
3155,43.93039094292281
3156,43.702945080813905
3157,43.47434805621294
3158,43.244627407056484
3159,43.013768768000936
3160,42.78168129321285
3161,42.548417069452945
3162,42.313952389321216
3163,42.07820010592376
3164,41.84121372742189
3165,41.60293569584182
3166,41.36333284054954
3167,41.12243241801141
3168,40.88012048572123
3169,40.63646899220688
3170,40.391371459052785
3171,40.144866984982656
3172,39.89687123157467
3173,39.64740898833786
3174,39.39639517172636
3175,39.1438660510231
3176,38.88970510132239
3177,38.63397268157345
3178,38.37655352677427
3179,38.11746709471147
3180,37.856680095779154
3181,37.59409627793364
3182,37.32974801785537
3183,37.06357920927357
3184,36.79549817475494
3185,36.525525746011716
3186,36.25361357033515
3187,35.97968782323672
3188,35.703695541429795
3189,35.42562130571937
3190,35.14541083479891
3191,34.86301186717713
3192,34.57836629627395
3193,34.29140851427725
3194,34.0020757750752
3195,33.71032459441343
3196,33.41609124270758
3197,33.119309833136256
3198,32.81991226482349
3199,32.51782748357215
3200,32.21297730555646
3201,31.905263096209943
3202,31.59462484910733
3203,31.28098259504833
3204,30.96425146232084
3205,30.644343685732363
3206,30.321100459026603
3207,29.994462124504928
3208,29.66434875365128
3209,29.33057232719622
3210,28.99305849163296
3211,28.651679080676857
3212,28.306256551057178
3213,27.95668841824229
3214,27.602801277325007
3215,27.24439960655521
3216,26.881371567427404
3217,26.51348639276967
3218,26.140510186899434
3219,25.76227761470882
3220,25.378547473939125
3221,24.989064776739397
3222,24.593556357682246
3223,24.1917339504803
3224,23.783289220513723
3225,23.367892146228428
3226,22.945063147453098
3227,22.514518057126836
3228,22.07576748151423
3229,21.628298594626763
3230,21.171560925109443
3231,20.704995738330833
3232,20.227893810977587
3233,19.739479742358707
3234,19.238895024388018
3235,18.725197774213655
3236,18.197342592556854
3237,17.6539048117721
3238,17.093575896784618
3239,16.514572531105845
3240,15.914852618753834
3241,15.292065813135155
3242,14.643193646073643
3243,13.964706458228283
3244,13.252088901390428
3245,12.499430870621548
3246,11.699206316616674
3247,10.840783752554799
3248,9.90924531760642
3249,8.881806302174851
3250,7.720084999387546
3251,6.351790785815556
3252,4.594367988623268
3253,1.4148330732395
