time,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,mag_x_T,mag_y_T,mag_z_T,pressure_Pa
0.72000000,0.49799395,-0.48841714,-46.69650918,-0.00106526,-0.00319579,-0.00852212,-0.00000120,-0.00001860,-0.00001440,86130.88000000
0.74000000,0.48841714,-0.48841714,-46.68214397,0.00106526,-0.00106526,-0.00852212,-0.00000120,-0.00001800,-0.00001320,86134.56000000
0.76000000,0.52672437,-0.49799395,-46.64862515,-0.00000000,-0.00106526,-0.00852212,0.00000120,-0.00001920,-0.00001440,86130.08000000
0.78000000,0.50757075,-0.48841714,-46.61510632,-0.00106526,-0.00106526,-0.00745685,-0.00000000,-0.00001980,-0.00001380,86121.44000000
0.80000000,0.49320554,-0.47405193,-46.62947153,-0.00106526,-0.00106526,-0.00745685,-0.00000000,-0.00001860,-0.00001440,86132.32000000
0.82000000,0.50278235,-0.51714756,-46.61510632,-0.00106526,-0.00106526,-0.00852212,-0.00000000,-0.00002040,-0.00001380,86130.08000000
0.84000000,0.50757075,-0.48841714,-46.61510632,-0.00106526,0.00000000,-0.00958738,-0.00000120,-0.00001920,-0.00001500,86138.08000000
0.86000000,0.49320554,-0.47405193,-46.58637590,-0.00106526,0.00000000,-0.00852212,-0.00000060,-0.00001980,-0.00001380,86123.04000000
0.88000000,0.48362874,-0.48362874,-46.56722229,-0.00106526,-0.00213053,-0.00852212,-0.00000120,-0.00001920,-0.00001380,86116.64000000
0.90000000,0.49799395,-0.48841714,-46.58637590,-0.00000000,-0.00213053,-0.00852212,-0.00000180,-0.00001920,-0.00001380,86119.84000000
0.92000000,0.50757075,-0.49799395,-46.56722229,-0.00106526,-0.00213053,-0.00852212,0.00000120,-0.00001920,-0.00001440,86119.36000000
0.94000000,0.49799395,-0.51714756,-46.53370347,-0.00000000,0.00106526,-0.00745685,-0.00000000,-0.00001800,-0.00001560,86118.08000000
0.96000000,0.51714756,-0.48841714,-46.54328027,-0.00213053,-0.00106526,-0.00852212,-0.00000000,-0.00001920,-0.00001380,86113.60000000
0.98000000,0.48841714,-0.50278235,-46.51933826,-0.00000000,-0.00213053,-0.00745685,-0.00000060,-0.00001920,-0.00001260,86113.92000000
1.00000000,0.52193596,-0.48362874,-46.48581943,-0.00106526,-0.00319579,-0.00852212,-0.00000060,-0.00001980,-0.00001440,86098.72000000
1.02000000,0.51235916,-0.49799395,-46.50976145,-0.00106526,-0.00106526,-0.00852212,-0.00000120,-0.00001920,-0.00001320,86103.84000000
1.04000000,0.50278235,-0.47884033,-46.51933826,0.00106526,-0.00106526,-0.00958738,-0.00000120,-0.00001800,-0.00001320,86096.96000000
1.06000000,0.49320554,-0.49799395,-46.49539624,-0.00000000,-0.00213053,-0.00745685,-0.00000000,-0.00001920,-0.00001500,86090.88000000
1.08000000,0.51235916,-0.48841714,-46.48581943,-0.00000000,-0.00319579,-0.00745685,-0.00000060,-0.00001980,-0.00001440,86117.12000000
1.10000000,0.47405193,-0.47884033,-46.48581943,0.00213053,0.00000000,-0.00745685,-0.00000000,-0.00001860,-0.00001260,86096.00000000
1.12000000,0.16759412,0.18195933,-46.44751221,-0.00000000,-0.00106526,-0.00958738,-0.00000060,-0.00001980,-0.00001320,86089.76000000
1.14000000,0.15322891,0.19153613,-46.47624263,-0.00532632,-0.00426106,-0.02237055,-0.00000000,-0.00001920,-0.00001380,86074.40000000
1.16000000,0.16759412,0.16759412,-46.48103103,-0.00745685,-0.00639159,-0.03834952,0.00000060,-0.00001920,-0.00001380,86090.24000000
1.18000000,0.16280571,0.17717092,-46.44751221,-0.01384844,-0.00852212,-0.05326322,-0.00000120,-0.00001800,-0.00001440,86079.68000000
1.20000000,0.14844050,0.20111294,-46.50018464,-0.01704423,-0.01597897,-0.07243798,-0.00000060,-0.00001980,-0.00001500,86076.64000000
1.22000000,0.16759412,0.20111294,-46.48103103,-0.02024002,-0.01810950,-0.08628642,-0.00000000,-0.00001860,-0.00001320,86073.44000000
1.24000000,0.14365210,0.19153613,-46.49539624,-0.02556635,-0.02237055,-0.10226539,-0.00000000,-0.00001920,-0.00001440,86065.76000000
1.26000000,0.18674773,0.21068975,-46.51933826,-0.02769688,-0.02237055,-0.12250541,-0.00000180,-0.00001860,-0.00001440,86052.64000000
1.28000000,0.14844050,0.19153613,-46.50018464,-0.03302320,-0.02343582,-0.13954964,-0.00000060,-0.00002040,-0.00001380,86061.12000000
1.30000000,0.14844050,0.19632454,-46.57679910,-0.03834952,-0.03089267,-0.15659387,-0.00000000,-0.00001860,-0.00001560,86043.04000000
1.32000000,0.16759412,0.18195933,-46.55285708,-0.04154531,-0.03302320,-0.17576863,-0.00000180,-0.00001920,-0.00001380,86043.84000000
1.34000000,0.15801731,0.20111294,-46.55285708,-0.04687164,-0.03834952,-0.19281286,-0.00000000,-0.00001860,-0.00001440,86029.28000000
1.36000000,0.15801731,0.22026655,-46.56722229,-0.05113269,-0.04154531,-0.21411815,-0.00000060,-0.00001800,-0.00001320,86041.60000000
1.38000000,0.17238252,0.21547815,-46.58637590,-0.05539375,-0.04261058,-0.23329291,-0.00000120,-0.00001800,-0.00001380,86029.92000000
1.40000000,0.14365210,0.20590134,-46.62468313,-0.05858954,-0.04687164,-0.25140241,-0.00000060,-0.00001980,-0.00001440,86020.16000000
1.42000000,0.12928689,0.20590134,-46.58158750,-0.06285060,-0.05006743,-0.27057717,-0.00000120,-0.00001740,-0.00001380,86020.80000000
1.44000000,0.15322891,0.20111294,-46.62468313,-0.06817692,-0.05219796,-0.29081719,-0.00000180,-0.00001980,-0.00001500,86020.64000000
1.46000000,0.12449849,0.16759412,-46.62947153,-0.07243798,-0.05858954,-0.30999195,-0.00000240,-0.00001860,-0.00001440,85997.12000000
1.48000000,0.13407529,0.15801731,-46.65820195,-0.07456851,-0.05965481,-0.33023198,-0.00000120,-0.00001920,-0.00001500,85999.20000000
1.50000000,0.11492168,0.17717092,-46.65820195,-0.07669904,-0.06604640,-0.35047200,-0.00000120,-0.00001920,-0.00001320,85993.44000000
1.52000000,0.12928689,0.17238252,-46.68214397,-0.08202536,-0.06711166,-0.36858149,-0.00000120,-0.00001980,-0.00001500,85984.00000000
1.54000000,0.10534487,0.15801731,-46.73481641,-0.08202536,-0.07030745,-0.38882152,-0.00000180,-0.00001680,-0.00001380,85988.80000000
1.56000000,0.11013328,0.13886370,-46.73481641,-0.08415589,-0.07243798,-0.41012681,-0.00000360,-0.00001800,-0.00001560,85977.44000000
1.58000000,0.09097966,0.11971008,-46.72045120,-0.08628642,-0.07456851,-0.42930157,-0.00000300,-0.00001800,-0.00001440,85976.80000000
1.60000000,0.05746084,0.10055647,-46.78748884,-0.08735168,-0.07776430,-0.44954159,-0.00000300,-0.00001800,-0.00001560,85968.96000000
1.62000000,0.04309563,0.07661445,-46.76354683,-0.08841695,-0.07989483,-0.46445529,-0.00000180,-0.00001920,-0.00001440,85947.68000000
1.64000000,0.02873042,0.06224924,-46.77312363,-0.08948221,-0.08202536,-0.48789111,-0.00000360,-0.00001860,-0.00001500,85938.56000000
1.66000000,0.02873042,0.05267244,-46.74439321,-0.08948221,-0.08309063,-0.50706587,-0.00000300,-0.00001980,-0.00001380,85936.32000000
1.68000000,0.02394202,0.05267244,-46.77312363,-0.08841695,-0.08522115,-0.52517537,-0.00000240,-0.00001740,-0.00001500,85924.64000000
1.70000000,0.00957681,-0.00957681,-46.82579607,-0.09054748,-0.08522115,-0.54541539,-0.00000360,-0.00001800,-0.00001560,85911.68000000
1.72000000,0.02394202,-0.04309563,-46.80664246,-0.08841695,-0.08522115,-0.56459015,-0.00000420,-0.00001860,-0.00001500,85914.24000000
1.74000000,0.00957681,-0.06224924,-46.86889170,-0.08628642,-0.08948221,-0.58376491,-0.00000240,-0.00001740,-0.00001440,85902.88000000
1.76000000,-0.00957681,-0.06703765,-46.84973809,-0.08522115,-0.08415589,-0.60187441,-0.00000420,-0.00001800,-0.00001440,85878.08000000
1.78000000,-0.00957681,-0.12449849,-46.86889170,-0.08096010,-0.08309063,-0.62317970,-0.00000300,-0.00001800,-0.00001560,85879.04000000
1.80000000,-0.05267244,-0.14365210,-46.86889170,-0.07669904,-0.08309063,-0.63915866,-0.00000300,-0.00001980,-0.00001500,85884.48000000
1.82000000,-0.02873042,-0.18674773,-46.85931489,-0.07563377,-0.07989483,-0.65833342,-0.00000420,-0.00001740,-0.00001500,85880.80000000
1.84000000,-0.06224924,-0.22026655,-46.87846851,-0.07137272,-0.07669904,-0.67537765,-0.00000360,-0.00001860,-0.00001560,85857.28000000
1.86000000,-0.02394202,-0.27293899,-46.93114094,-0.06498113,-0.07456851,-0.69348715,-0.00000480,-0.00001800,-0.00001500,85841.92000000
1.88000000,-0.04309563,-0.31603462,-46.92156414,-0.06391587,-0.07243798,-0.71159664,-0.00000540,-0.00001860,-0.00001440,85847.52000000
1.90000000,-0.05746084,-0.32561143,-46.94071775,-0.05752428,-0.06604640,-0.72970614,-0.00000600,-0.00001800,-0.00001500,85835.68000000
1.92000000,-0.03830723,-0.37349546,-46.94550615,-0.05219796,-0.06072007,-0.74781563,-0.00000540,-0.00001680,-0.00001560,85824.16000000
1.94000000,-0.03351882,-0.42137949,-46.96465977,-0.04580637,-0.05645902,-0.76592513,-0.00000600,-0.00001620,-0.00001500,85813.44000000
1.96000000,-0.00957681,-0.46447512,-46.94550615,-0.04261058,-0.04900216,-0.78296936,-0.00000600,-0.00001860,-0.00001620,85802.88000000
1.98000000,-0.00478840,-0.47884033,-46.96944817,-0.03621899,-0.04687164,-0.80001359,-0.00000720,-0.00001800,-0.00001620,85809.44000000
2.00000000,-0.00478840,-0.52193596,-47.01733220,-0.02982740,-0.03834952,-0.81705782,-0.00000540,-0.00001740,-0.00001380,85774.88000000
2.02000000,0.02394202,-0.52193596,-46.97423657,-0.02556635,-0.03195793,-0.83516732,-0.00000720,-0.00001560,-0.00001620,85772.00000000
2.04000000,0.00957681,-0.54587798,-46.96944817,-0.01917476,-0.02343582,-0.85114628,-0.00000720,-0.00001740,-0.00001380,85757.44000000
2.06000000,0.05746084,-0.57460840,-46.96944817,-0.01597897,-0.01491370,-0.86819052,-0.00000660,-0.00001860,-0.00001500,85754.08000000
